step,reward,cumulative_reward,main_agent_type,main_agent_energy,main_agent_sensor_flag,main_agent_target_detected,prey_population,predator_population,total_alive,avg_prey_energy,avg_predator_energy,min_prey_energy,max_prey_energy,min_predator_energy,max_predator_energy,cumulative_prey_births,cumulative_predator_births,cumulative_predation_events,cumulative_prey_deaths,cumulative_predator_deaths,prey_model_path,predator_model_path,run_name,seed,long_episode_steps
1,39.980000000000004,39.980000000000004,PREY,100.0,0,1,31,10,41,100.0,84.61000000000001,100.0,100.0,84.58,84.88,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
2,-0.01,39.970000000000006,PREY,99.72999999999999,0,1,31,10,41,99.72999999999999,84.25,99.72999999999999,99.72999999999999,84.16,84.75999999999999,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
3,-0.01,39.96000000000001,PREY,99.45999999999998,0,1,31,10,41,99.46,83.91999999999999,99.45999999999998,99.45999999999998,83.74,84.63999999999999,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
4,-0.01,39.95000000000001,PREY,99.18999999999997,0,1,31,10,41,99.19,83.58999999999999,99.18999999999997,99.18999999999997,83.32,84.51999999999998,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
5,-0.01,39.94000000000001,PREY,98.91999999999996,0,1,31,10,41,98.91999999999999,83.25999999999998,98.91999999999996,98.91999999999996,82.89999999999999,84.39999999999998,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
6,-0.01,39.930000000000014,PREY,98.64999999999995,0,1,31,10,41,98.64999999999998,82.96,98.64999999999995,98.64999999999995,82.47999999999999,84.27999999999997,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
7,-0.01,39.920000000000016,PREY,98.37999999999994,0,1,31,10,41,98.37999999999998,82.62999999999998,98.37999999999994,98.37999999999994,82.05999999999999,84.15999999999997,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
8,-0.01,39.91000000000002,PREY,98.10999999999993,0,1,31,10,41,98.10999999999999,82.32999999999998,98.10999999999993,98.10999999999993,81.63999999999999,84.03999999999996,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
9,-0.01,39.90000000000002,PREY,97.83999999999992,0,1,31,10,41,97.83999999999997,82.02999999999997,97.83999999999992,97.83999999999992,81.21999999999998,83.91999999999996,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
10,-0.01,39.89000000000002,PREY,97.56999999999991,0,1,31,10,41,97.56999999999985,81.69999999999997,97.56999999999991,97.56999999999991,80.79999999999998,83.79999999999995,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
11,-0.01,39.880000000000024,PREY,97.2999999999999,0,1,31,10,41,97.29999999999986,81.36999999999998,97.2999999999999,97.2999999999999,80.37999999999998,83.67999999999995,0,0,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
12,-0.01,39.870000000000026,PREY,97.02999999999989,0,1,31,11,42,97.02999999999986,71.39999999999996,97.02999999999989,97.02999999999989,44.95999999999998,83.55999999999995,0,1,0,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
13,-0.01,39.86000000000003,PREY,96.75999999999988,0,1,30,11,41,96.76499999999986,73.3154545454545,96.75999999999988,96.90999999999988,44.539999999999985,83.43999999999994,0,1,1,1,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
14,-0.01,39.85000000000003,PREY,96.48999999999987,0,1,29,11,40,96.50034482758606,74.90272727272725,96.48999999999987,96.78999999999988,44.11999999999999,100.0,0,1,2,1,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
15,-0.01,39.84000000000003,PREY,96.21999999999986,0,1,28,11,39,96.2360714285713,76.50090909090905,96.21999999999986,96.66999999999987,43.699999999999996,100.0,0,1,3,1,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
16,-0.01,39.830000000000034,PREY,95.94999999999985,0,1,28,11,39,95.97142857142842,76.16272727272724,95.94999999999985,96.54999999999987,43.28,99.58,0,1,3,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
17,-0.01,39.820000000000036,PREY,95.67999999999984,0,1,27,11,38,95.70777777777761,78.05363636363633,95.67999999999984,96.42999999999986,42.86000000000001,99.46,0,1,4,1,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
18,-0.01,39.81000000000004,PREY,95.40999999999983,0,1,26,11,37,95.4446153846152,79.68454545454541,95.40999999999983,96.30999999999986,42.44000000000001,100.0,0,1,5,1,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
19,-0.01,39.80000000000004,PREY,95.13999999999982,0,1,26,11,37,95.18038461538443,79.37363636363634,95.13999999999982,96.18999999999986,42.02000000000002,99.58,0,1,5,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
20,-0.01,39.79000000000004,PREY,94.8699999999998,0,1,26,11,37,94.91615384615366,79.06272727272723,94.8699999999998,96.06999999999985,41.60000000000002,99.16,0,1,5,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
21,-0.01,39.780000000000044,PREY,94.5999999999998,0,1,26,11,37,94.65769230769212,78.75181818181814,94.5999999999998,95.94999999999985,41.18000000000003,98.97999999999998,0,1,5,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
22,-0.01,39.770000000000046,PREY,94.32999999999979,0,1,26,11,37,94.39923076923057,78.44090909090905,94.32999999999979,95.82999999999984,40.76000000000003,98.85999999999997,0,1,5,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
23,-0.01,39.76000000000005,PREY,94.05999999999977,0,1,26,11,37,94.14076923076901,78.12999999999995,94.05999999999977,95.70999999999984,40.34000000000004,98.73999999999997,0,1,5,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
24,-0.01,39.75000000000005,PREY,93.78999999999976,0,1,26,11,37,93.88230769230748,77.81909090909086,93.78999999999976,95.58999999999983,39.920000000000044,98.61999999999996,0,1,5,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
25,-0.01,39.74000000000005,PREY,93.51999999999975,0,1,26,11,37,93.62384615384589,77.50818181818175,93.51999999999975,95.46999999999983,39.50000000000005,98.49999999999996,0,1,5,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
26,-0.01,39.730000000000054,PREY,93.24999999999974,0,1,26,11,37,93.36538461538433,77.19727272727268,93.24999999999974,95.34999999999982,39.080000000000055,98.37999999999995,0,1,5,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
27,-0.01,39.720000000000056,PREY,92.97999999999973,0,1,25,11,36,93.11199999999974,79.02681818181814,92.97999999999973,95.22999999999982,38.66000000000006,98.25999999999995,0,1,6,1,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
28,-0.01,39.71000000000006,PREY,92.70999999999972,0,1,25,11,36,92.85399999999974,78.71590909090902,92.70999999999972,95.10999999999981,38.240000000000066,98.13999999999994,0,1,6,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
29,-0.01,39.70000000000006,PREY,92.43999999999971,0,1,25,11,36,92.59599999999972,78.40499999999994,92.43999999999971,94.98999999999981,37.82000000000007,98.01999999999994,0,1,6,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
30,-0.01,39.69000000000006,PREY,92.1699999999997,0,1,24,11,35,92.35124999999971,80.2161363636363,92.1699999999997,94.8699999999998,37.40000000000008,97.89999999999993,0,1,7,1,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
31,-0.01,39.680000000000064,PREY,91.8999999999997,0,1,23,11,34,92.11521739130403,81.99386363636356,91.8999999999997,94.7499999999998,36.98000000000008,97.77999999999993,0,1,8,1,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
32,-0.01,39.670000000000066,PREY,91.62999999999968,0,1,23,11,34,91.87130434782577,81.68295454545446,91.62999999999968,94.6299999999998,36.56000000000009,97.65999999999993,0,1,8,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
33,-0.01,39.66000000000007,PREY,91.35999999999967,0,1,23,11,34,91.62739130434753,81.37204545454536,91.35999999999967,94.50999999999979,36.14000000000009,97.53999999999992,0,1,8,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
34,-0.01,39.65000000000007,PREY,91.08999999999966,0,1,23,11,34,91.38347826086924,81.08840909090901,91.08999999999966,94.38999999999979,35.7200000000001,97.41999999999992,0,1,8,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
35,-0.01,39.64000000000007,PREY,90.81999999999965,0,1,23,11,34,91.14608695652142,80.80477272727263,90.81999999999965,94.26999999999978,35.300000000000104,97.29999999999991,0,1,8,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
36,-0.01,39.630000000000074,PREY,90.54999999999964,0,1,23,11,34,90.90869565217358,80.52113636363627,90.54999999999964,94.14999999999978,34.88000000000011,97.17999999999991,0,1,8,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
37,-0.01,39.620000000000076,PREY,90.27999999999963,0,1,23,11,34,90.67130434782575,80.2374999999999,90.27999999999963,94.02999999999977,34.460000000000115,97.0599999999999,0,1,8,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
38,-0.01,39.61000000000008,PREY,90.00999999999962,0,1,23,11,34,90.43391304347789,79.95386363636354,90.00999999999962,93.90999999999977,34.04000000000012,96.9399999999999,0,1,8,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
39,-0.01,39.60000000000008,PREY,89.73999999999961,0,1,23,11,34,90.19652173913006,79.67022727272716,89.73999999999961,93.78999999999976,33.620000000000125,96.8199999999999,0,1,8,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
40,-0.01,39.59000000000008,PREY,89.4699999999996,0,1,23,11,34,89.95913043478221,79.3865909090908,89.4699999999996,93.66999999999976,33.20000000000013,96.69999999999989,0,1,8,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
41,-0.01,39.580000000000084,PREY,89.19999999999959,0,1,23,11,34,89.7217391304344,79.10295454545444,89.19999999999959,93.54999999999976,32.780000000000136,96.57999999999988,0,1,8,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
42,-0.01,39.570000000000086,PREY,88.92999999999958,0,1,23,11,34,89.48434782608656,78.81931818181808,88.92999999999958,93.42999999999975,32.36000000000014,96.45999999999988,0,1,8,0,0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_39_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_39_protocol2_cycle2.pkl,cycle2_prey_seed2,44,2000
