step,prey_population,predator_population,total_alive,system_coexistence_score,system_extinct,avg_prey_energy,avg_predator_energy,min_prey_energy,max_prey_energy,min_predator_energy,max_predator_energy,cumulative_prey_births,cumulative_predator_births,cumulative_predation_events,cumulative_prey_deaths,cumulative_predator_deaths,reward,cumulative_reward,reference_agent_type,reference_agent_energy,reference_agent_context,reference_agent_target_detected,prey_model_path,predator_model_path,run_name,seed,long_episode_steps
1,31,10,41,0.5454545454545454,0,96.6041935483871,84.58000000000001,50.0,100.0,84.58,84.58,1,0,0,0,0,39.99,39.99,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
2,32,10,42,0.5,0,96.3771875,84.16,50.0,100.0,84.16,84.16,2,0,0,0,0,79.98,119.97,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
3,32,10,42,0.5,0,99.65843749999999,83.74,89.88,100.0,83.74,83.74,2,0,0,0,0,119.97,239.94,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
4,32,10,42,0.5,0,99.9746875,83.31999999999998,99.45999999999998,100.0,83.32,83.32,2,0,0,0,0,159.96,399.9,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
5,31,10,41,0.5454545454545454,0,99.97387096774193,84.60999999999999,99.18999999999997,100.0,82.89999999999999,100.0,2,0,1,1,0,199.95000000000002,599.85,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
6,31,10,41,0.5454545454545454,0,99.96516129032258,84.19,98.91999999999996,100.0,82.47999999999999,99.58,2,0,1,1,0,239.94000000000003,839.7900000000001,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
7,31,10,41,0.5454545454545454,0,99.99129032258064,83.76999999999998,99.72999999999999,100.0,82.05999999999999,99.16,2,0,1,1,0,279.93,1119.72,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
8,31,10,41,0.5454545454545454,0,99.97387096774193,83.35,99.45999999999998,100.0,81.63999999999999,98.74,2,0,1,1,0,319.92,1439.64,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
9,32,10,42,0.5,0,97.6140625,82.92999999999999,50.0,100.0,81.21999999999998,98.32,3,0,1,1,0,359.91,1799.5500000000002,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
10,34,10,44,0.40909090909090917,0,95.29058823529412,82.50999999999998,50.0,100.0,80.79999999999998,97.89999999999999,5,0,1,1,0,399.90000000000003,2199.4500000000003,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
11,33,10,43,0.4545454545454546,0,99.37848484848486,84.05199999999999,89.88,100.0,80.37999999999998,100.0,5,0,2,2,0,439.89000000000004,2639.34,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
12,33,10,43,0.4545454545454546,0,100.0,83.63199999999998,100.0,100.0,79.95999999999998,99.58,5,0,2,2,0,479.88000000000005,3119.2200000000003,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
13,33,10,43,0.4545454545454546,0,100.0,83.21199999999997,100.0,100.0,79.53999999999998,99.16,5,0,2,2,0,519.87,3639.09,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
14,33,10,43,0.4545454545454546,0,99.99181818181819,82.79199999999999,99.72999999999999,100.0,79.11999999999998,98.74,5,0,2,2,0,559.86,4198.95,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
15,33,10,43,0.4545454545454546,0,99.99181818181819,82.43199999999996,99.72999999999999,100.0,78.69999999999997,98.32,5,0,2,2,0,599.85,4798.8,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
16,33,10,43,0.4545454545454546,0,100.0,82.10199999999999,100.0,100.0,78.27999999999997,97.89999999999999,5,0,2,2,0,639.84,5438.64,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
17,33,10,43,0.4545454545454546,0,97.71909090909091,83.98599999999996,50.0,100.0,77.85999999999997,100.0,6,0,3,3,0,679.83,6118.47,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
18,36,10,46,0.3181818181818181,0,93.4688888888889,83.65599999999996,50.0,100.0,77.43999999999997,99.58,9,0,3,3,0,719.82,6838.29,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
19,36,10,46,0.3181818181818181,0,99.14916666666667,83.32599999999996,89.88,100.0,77.01999999999997,99.16,9,0,3,3,0,759.8100000000001,7598.1,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
20,36,10,46,0.3181818181818181,0,99.9925,82.99599999999997,99.72999999999999,100.0,76.59999999999997,98.74,9,0,3,3,0,799.8000000000001,8397.9,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
21,35,10,45,0.36363636363636354,0,100.0,85.04799999999997,100.0,100.0,76.17999999999996,100.0,9,0,4,4,0,839.7900000000001,9237.69,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
22,35,10,45,0.36363636363636354,0,100.0,84.71799999999998,100.0,100.0,75.75999999999996,99.58,9,0,4,4,0,879.7800000000001,10117.470000000001,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
23,35,10,45,0.36363636363636354,0,100.0,84.38799999999995,100.0,100.0,75.33999999999996,99.16,9,0,4,4,0,919.7700000000001,11037.240000000002,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
24,35,10,45,0.36363636363636354,0,99.99228571428571,84.08799999999997,99.72999999999999,100.0,74.91999999999996,98.74,9,0,4,4,0,959.7600000000001,11997.000000000002,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
25,36,10,46,0.3181818181818181,0,97.91666666666667,83.78799999999997,50.0,100.0,74.49999999999996,98.32,10,0,4,4,0,999.7500000000001,12996.750000000002,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
26,40,10,50,0.13636363636363646,0,92.24025,83.48799999999996,50.0,100.0,74.07999999999996,97.89999999999999,14,0,4,4,0,1039.74,14036.490000000002,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
27,43,10,53,0.0,0,93.80720930232559,83.18799999999996,50.0,100.0,73.65999999999995,97.47999999999999,17,0,4,4,0,1079.73,15116.220000000001,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
28,43,10,53,0.0,0,99.27511627906976,82.88799999999995,89.88,100.0,73.23999999999995,97.05999999999999,17,0,4,4,0,1119.72,16235.94,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
29,42,10,52,0.045454545454545414,0,99.98714285714286,85.14799999999994,99.72999999999999,100.0,72.81999999999995,98.11999999999995,17,0,5,5,0,1159.71,17395.65,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
30,42,10,52,0.045454545454545414,0,99.97428571428571,84.87799999999996,99.45999999999998,100.0,72.39999999999995,97.69999999999995,17,0,5,5,0,1199.7,18595.350000000002,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
31,42,10,52,0.045454545454545414,0,99.95500000000001,84.63799999999995,99.18999999999997,100.0,72.27999999999994,97.27999999999994,17,0,5,5,0,1239.69,19835.04,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
32,42,10,52,0.045454545454545414,0,99.94857142857143,84.39799999999994,98.91999999999996,100.0,72.15999999999994,96.85999999999994,17,0,5,5,0,1279.68,21114.72,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
33,43,10,53,0.0,0,98.22441860465115,84.12799999999993,50.0,100.0,71.73999999999994,96.43999999999994,18,0,5,5,0,1319.67,22434.39,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
34,47,10,57,0.0,0,93.36148936170213,83.88799999999992,50.0,100.0,71.61999999999993,96.15999999999994,22,0,5,5,0,1359.66,23794.05,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
35,52,10,62,0.0,0,92.01,83.61799999999992,50.0,100.0,71.19999999999993,96.03999999999994,27,0,5,5,0,1399.65,25193.7,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
36,54,10,64,0.0,0,96.2751851851852,83.34799999999993,50.0,100.0,70.77999999999993,95.91999999999993,29,0,5,5,0,1439.64,26633.34,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
37,55,10,65,0.0,0,97.61018181818183,83.10799999999992,50.0,100.0,70.35999999999993,95.79999999999993,30,0,5,5,0,1479.63,28112.97,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
38,57,10,67,0.0,0,96.5463157894737,82.83799999999994,50.0,100.0,69.93999999999993,95.67999999999992,32,0,5,5,0,1519.6200000000001,29632.59,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
39,56,10,66,0.0,0,97.8567857142857,85.82399999999993,50.0,100.0,71.9199999999999,100.0,33,0,7,7,0,1559.6100000000001,31192.2,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
40,56,10,66,0.0,0,99.38642857142857,85.58399999999992,76.29999999999995,100.0,71.7999999999999,99.88,33,0,7,7,0,1599.6000000000001,32791.8,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed2,44,2000
