step,prey_population,predator_population,total_alive,system_coexistence_score,system_extinct,avg_prey_energy,avg_predator_energy,min_prey_energy,max_prey_energy,min_predator_energy,max_predator_energy,cumulative_prey_births,cumulative_predator_births,cumulative_predation_events,cumulative_prey_deaths,cumulative_predator_deaths,reward,cumulative_reward,reference_agent_type,reference_agent_energy,reference_agent_context,reference_agent_target_detected,prey_model_path,predator_model_path,run_name,seed,long_episode_steps
1,33,10,43,0.4545454545454546,0,91.34727272727272,84.58000000000001,50.0,100.0,84.58,84.58,3,0,0,0,0,39.99,39.99,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed0,42,2000
2,32,10,42,0.5,0,98.0884375,85.744,69.45999999999998,100.0,84.16,100.0,3,0,1,1,0,79.98,119.97,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed0,42,2000
3,31,10,41,0.5454545454545454,0,99.98258064516129,86.95,99.45999999999998,100.0,83.74,100.0,3,0,2,2,0,119.97,239.94,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed0,42,2000
4,31,10,41,0.5454545454545454,0,99.97870967741936,86.53,99.33999999999997,100.0,83.32,99.58,3,0,2,2,0,159.96,399.9,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed0,42,2000
5,31,10,41,0.5454545454545454,0,99.97483870967743,86.10999999999999,99.21999999999997,100.0,82.89999999999999,99.16,3,0,2,2,0,199.95000000000002,599.85,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed0,42,2000
6,31,10,41,0.5454545454545454,0,99.97096774193548,85.69,99.09999999999997,100.0,82.47999999999999,98.74,3,0,2,2,0,239.94000000000003,839.7900000000001,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed0,42,2000
7,31,10,41,0.5454545454545454,0,99.95838709677419,85.26999999999998,98.97999999999996,100.0,82.05999999999999,98.32,3,0,2,2,0,279.93,1119.72,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed0,42,2000
8,31,10,41,0.5454545454545454,0,99.93709677419355,84.85,98.85999999999996,100.0,81.63999999999999,97.89999999999999,3,0,2,2,0,319.92,1439.64,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed0,42,2000
9,34,10,44,0.40909090909090917,0,93.31,84.42999999999999,50.0,100.0,81.21999999999998,97.47999999999999,6,0,2,2,0,359.91,1799.5500000000002,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed0,42,2000
10,33,10,43,0.4545454545454546,0,98.98545454545454,84.34599999999998,89.88,100.0,80.79999999999998,100.0,6,0,3,3,0,399.90000000000003,2199.4500000000003,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed0,42,2000
11,35,10,45,0.36363636363636354,0,95.66371428571429,83.95599999999999,50.0,100.0,80.37999999999998,99.58,8,0,3,3,0,439.89000000000004,2639.34,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle1.pkl,src\models\trained_predator_43_protocol2_cycle1.pkl,seed0,42,2000
