episode,prey_ode,predator_ode
0.0,30.0,10.0
0.10012515644555695,23.51244876421666,10.03775319597675
0.2002503128911139,18.46415620695845,9.915080115416485
0.3003754693366708,14.582916367854091,9.67300996152123
0.4005006257822278,11.61487186062574,9.347433246610324
0.5006257822277848,9.34607128271475,8.96732619760152
0.6007509386733416,7.606375227782007,8.5548995044628
0.7008760951188986,6.265043519983554,8.126577368763307
0.8010012515644556,5.223569932313248,7.694179167905324
0.9011264080100125,4.4084936757592725,7.2660116510591575
1.0012515644555695,3.765252440110012,6.8477705936495195
1.1013767209011265,3.2533150790893535,6.443242389035241
1.2015018773466832,2.8424839915575824,6.054832146813238
1.3016270337922402,2.510152320616638,5.683953408951205
1.4017521902377972,2.239292822451695,5.331312946124014
1.5018773466833542,2.016993487896089,4.997117464289972
1.6020025031289111,1.8333917306868104,4.681223416438513
1.702127659574468,1.6808978466764068,4.383245461492051
1.802252816020025,1.5536272736056957,4.102634993173279
1.902377972465582,1.4469836121615405,3.8387370111522157
2.002503128911139,1.3573509499359506,3.590831227383364
2.1026282853566958,1.2818640276338822,3.3581619166073073
2.202753441802253,1.218237598103648,3.139959277714228
2.3028785982478097,1.1646374788729483,2.9354547656670045
2.4030037546933665,1.1195823418351283,2.7438919406299562
2.5031289111389237,1.081869133232916,2.564534066565095
2.6032540675844804,1.050515962231863,2.3966692211006766
2.7033792240300376,1.024717465895682,2.23961361032382
2.8035043804755944,1.0038102462032896,2.092713616175353
2.9036295369211516,0.9872460099687957,1.9553468390193611
3.0037546933667083,0.9745700804831907,1.826922377199489
3.1038798498122655,0.9654045080143056,1.7068806670284755
3.2040050062578223,0.9594346997666781,1.594692916340023
3.304130162703379,0.9563985314513456,1.489860226917141
3.404255319148936,0.9560776742059679,1.3919126062994458
3.504380475594493,0.9582906021867542,1.3004078344599626
3.60450563204005,0.9628868254930749,1.2149302184514577
3.704630788485607,0.969742227535676,1.1350893621887859
3.804755944931164,0.9787552577394477,1.0605189137545805
3.904881101376721,0.9898437554359175,0.9908752835685118
4.005006257822278,1.0029423464588454,0.9258364217779852
4.105131414267834,1.018000301105866,0.8651006308591289
4.2052565707133915,1.034979729024848,0.808385381812184
4.305381727158949,1.0538540836407284,0.7554261993767826
4.405506883604506,1.0746069281008999,0.7059756073710057
4.505632040050062,1.0972308872909515,0.6598020896510364
4.605757196495619,1.121726774442272,0.6166891159935509
4.705882352941177,1.1481028724860154,0.5764342357505395
4.806007509386733,1.1763743216592857,0.5388481907038397
4.90613266583229,1.2065626101432096,0.5037540841994765
5.006257822277847,1.2386951597855047,0.47098661665323344
5.1063829787234045,1.2728049746993684,0.44039134021643184
5.206508135168961,1.3089303537314574,0.4118239607582902
5.306633291614518,1.347114663282152,0.3851497002161128
5.406758448060075,1.3874061490369065,0.36024267667242166
5.506883604505632,1.4298577893940365,0.3369853237184442
5.607008760951189,1.474527188428113,0.3152678626090098
5.707133917396746,1.5214764941889223,0.2949877897746664
5.807259073842303,1.5707723459818153,0.27604939718887705
5.907384230287859,1.6224858481987559,0.258363337804132
6.007509386733417,1.6766925617637871,0.24184620329961773
6.107634543178974,1.733472517231102,0.22642013012198967
6.207759699624531,1.7929102458692925,0.21201244299158475
6.307884856070087,1.8550948242837941,0.19855530764441853
6.4080100125156445,1.9201199362541326,0.18598540893924367
6.508135168961202,1.9880839466200715,0.17424365886068757
6.608260325406758,2.059089987183373,0.16327491127034877
6.708385481852315,2.1332460565142815,0.15302770032529084
6.808510638297872,2.2106651277308855,0.14345400119921925
6.90863579474343,2.2914652688691644,0.13450899594268145
7.008760951188986,2.3757697731861245,0.12615086235058412
7.108886107634543,2.463707295850369,0.1183405770385592
7.2090112640801,2.555412004813887,0.11104172389907097
7.309136420525657,2.6510237357347624,0.1042203247043388
7.409261576971214,2.7506881561878975,0.0978446756472339
7.509386733416771,2.85455694289555,0.0918851925900852
7.609511889862328,2.9627879580841663,0.08631427424924935
7.7096370463078845,3.075545441758191,0.08110616619783145
7.809762202753442,3.1930002090846514,0.07623683812026817
7.909887359198999,3.315329849490282,0.07168387083409036
8.010012515644556,3.4427189461484042,0.06742634457367654
8.110137672090113,3.5753592862862056,0.06344474265381475
8.210262828535669,3.7134500911174078,0.05972085540022784
8.310387984981226,3.857198249937815,0.056237692489178655
8.410513141426783,4.006818550578136,0.0529794036995858
