step,prey_population,predator_population,total_alive,system_coexistence_score,system_extinct,avg_prey_energy,avg_predator_energy,min_prey_energy,max_prey_energy,min_predator_energy,max_predator_energy,cumulative_prey_births,cumulative_predator_births,cumulative_predation_events,cumulative_prey_deaths,cumulative_predator_deaths,reward,cumulative_reward,reference_agent_type,reference_agent_energy,reference_agent_context,reference_agent_target_detected,prey_model_path,predator_model_path,run_name,seed,long_episode_steps
1,33,10,43,0.4545454545454546,0,92.26454545454546,84.58000000000001,50.0,100.0,84.58,84.58,3,0,0,0,0,39.99,39.99,PREY,100.0,0,1,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_50_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_50_protocol2_cycle3.pkl,cycle3_seed0,42,2000
2,32,10,42,0.5,0,98.096875,85.744,69.45999999999998,100.0,84.16,100.0,3,0,1,1,0,79.98,119.97,PREY,100.0,0,1,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_50_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_50_protocol2_cycle3.pkl,cycle3_seed0,42,2000
3,32,10,42,0.5,0,98.695625,85.324,69.18999999999997,100.0,83.74,99.58,3,0,1,1,0,119.97,239.94,PREY,100.0,0,1,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_50_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_50_protocol2_cycle3.pkl,cycle3_seed0,42,2000
4,31,10,41,0.5454545454545454,0,98.62741935483872,86.57199999999997,68.91999999999996,100.0,83.32,100.0,3,0,2,2,0,159.96,399.9,PREY,100.0,0,1,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_50_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_50_protocol2_cycle3.pkl,cycle3_seed0,42,2000
5,31,10,41,0.5454545454545454,0,98.58387096774194,86.15199999999999,68.64999999999995,100.0,82.89999999999999,99.58,3,0,2,2,0,199.95000000000002,599.85,PREY,100.0,0,1,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_50_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_50_protocol2_cycle3.pkl,cycle3_seed0,42,2000
6,32,10,42,0.5,0,96.23374999999999,85.762,50.0,100.0,82.47999999999999,99.46,4,0,2,2,0,239.94000000000003,839.7900000000001,PREY,100.0,0,1,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_50_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_50_protocol2_cycle3.pkl,cycle3_seed0,42,2000
7,32,10,42,0.5,0,99.049375,85.40199999999997,88.52999999999994,100.0,82.05999999999999,99.33999999999999,4,0,2,2,0,279.93,1119.72,PREY,100.0,0,1,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_50_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_50_protocol2_cycle3.pkl,cycle3_seed0,42,2000
8,32,10,42,0.5,0,99.34875,85.04199999999999,88.25999999999993,100.0,81.63999999999999,99.21999999999998,4,0,2,2,0,319.92,1439.64,PREY,100.0,0,1,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_50_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_50_protocol2_cycle3.pkl,cycle3_seed0,42,2000
9,35,10,45,0.36363636363636354,0,93.28057142857142,84.68199999999999,50.0,100.0,81.21999999999998,99.09999999999998,7,0,2,2,0,359.91,1799.5500000000002,PREY,100.0,0,1,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_50_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_50_protocol2_cycle3.pkl,cycle3_seed0,42,2000
10,35,10,45,0.36363636363636354,0,97.29114285714286,84.32199999999997,49.730000000000004,100.0,80.79999999999998,98.97999999999998,7,0,2,2,0,399.90000000000003,2199.4500000000003,PREY,100.0,0,1,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_50_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_50_protocol2_cycle3.pkl,cycle3_seed0,42,2000
