cycle,run_name,prey_model_path,predator_model_path,seed,steps_ran,csv_path,mean_prey_population,mean_predator_population,final_prey_population,final_predator_population,prey_population_cv,predator_population_cv,prey_oscillation_period,predator_oscillation_period,system_survival_fraction,system_extinction_step,coexistence_score_mean,coexistence_score_min,coexistence_score_final,prey_birth_rate,predator_birth_rate,predation_rate,prey_death_rate,predator_death_rate,mean_prey_lifespan,mean_predator_lifespan,cumulative_predation_events,cumulative_prey_births,cumulative_predator_births,cumulative_prey_deaths,cumulative_predator_deaths
1,cycle1_seed0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_49_protocol2_cycle1.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_49_protocol2_cycle1.pkl,42,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run49\cycle1_seed0__trained_prey_49_protocol2_cycle1__trained_predator_49_protocol2_cycle1_2000steps.csv,314.975,99.525,224,148,0.1555,0.7177,7.7,174.3,1.0,0,0.5525,0.0,0.755,4.6355,0.1855,4.5385,4.5385,0.1165,69.4,854.3,9077,9271,371,9077,233
1,cycle1_seed1,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_49_protocol2_cycle1.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_49_protocol2_cycle1.pkl,43,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run49\cycle1_seed1__trained_prey_49_protocol2_cycle1__trained_predator_49_protocol2_cycle1_2000steps.csv,286.885,44.662,0,81,0.225,1.3319,22.0,6.7,0.909,1819,0.1576,0.0,0.0,1.2705,0.106,1.2855,1.2855,0.0705,245.5,633.5,2571,2541,212,2571,141
1,cycle1_seed2,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_49_protocol2_cycle1.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_49_protocol2_cycle1.pkl,44,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run49\cycle1_seed2__trained_prey_49_protocol2_cycle1__trained_predator_49_protocol2_cycle1_2000steps.csv,120.828,76.3995,2,0,1.2096,0.5947,9.5,10.7,0.8155,1632,0.2058,0.0,0.0,2.299,0.1175,2.313,2.313,0.1225,52.2,764.8,4626,4598,235,4626,245
2,cycle2_seed0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_49_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_49_protocol2_cycle2.pkl,42,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run49\cycle2_seed0__trained_prey_49_protocol2_cycle2__trained_predator_49_protocol2_cycle2_2000steps.csv,327.939,37.8155,337,1,0.1421,0.9183,29.6,49.0,1.0,0,0.0519,0.0,0.0,0.485,0.116,0.3315,0.3315,0.1205,989.3,313.8,663,970,232,663,241
2,cycle2_seed1,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_49_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_49_protocol2_cycle2.pkl,43,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run49\cycle2_seed1__trained_prey_49_protocol2_cycle2__trained_predator_49_protocol2_cycle2_2000steps.csv,326.593,121.632,334,169,0.1445,0.5001,11.2,31.3,1.0,0,0.6486,0.0,0.9853,1.3815,0.1735,1.2295,1.2295,0.094,265.6,1294.0,2459,2763,347,2459,188
2,cycle2_seed2,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_49_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_49_protocol2_cycle2.pkl,44,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run49\cycle2_seed2__trained_prey_49_protocol2_cycle2__trained_predator_49_protocol2_cycle2_2000steps.csv,328.863,4.2035,337,1,0.1396,1.1382,0.0,0.0,1.0,0,0.008,0.0,0.0,0.167,0.0015,0.0135,0.0135,0.006,24360.2,700.6,27,334,3,27,12
3,cycle3_seed0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_49_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_49_protocol2_cycle3.pkl,42,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run49\cycle3_seed0__trained_prey_49_protocol2_cycle3__trained_predator_49_protocol2_cycle3_2000steps.csv,51.38,52.706,10,0,1.8234,0.5209,5.8,0.0,0.6315,1264,0.162,0.0,0.0,1.0245,0.0725,1.0345,1.0345,0.0775,49.7,1076.9,2069,2049,145,2069,155
3,cycle3_seed1,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_49_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_49_protocol2_cycle3.pkl,43,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run49\cycle3_seed1__trained_prey_49_protocol2_cycle3__trained_predator_49_protocol2_cycle3_2000steps.csv,101.922,81.9205,4,0,1.336,0.4925,6.7,0.0,0.8095,1620,0.2417,0.0,0.0,1.988,0.0985,2.001,2.001,0.1035,50.9,977.8,4002,3976,197,4002,207
3,cycle3_seed2,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_49_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_49_protocol2_cycle3.pkl,44,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run49\cycle3_seed2__trained_prey_49_protocol2_cycle3__trained_predator_49_protocol2_cycle3_2000steps.csv,122.646,95.522,6,0,1.1992,0.4926,6.5,54.0,0.842,1685,0.2963,0.0,0.0,2.375,0.109,2.387,2.387,0.114,51.4,995.1,4774,4750,218,4774,228
