step,prey_population,predator_population,total_alive,system_coexistence_score,system_extinct,avg_prey_energy,avg_predator_energy,min_prey_energy,max_prey_energy,min_predator_energy,max_predator_energy,cumulative_prey_births,cumulative_predator_births,cumulative_predation_events,cumulative_prey_deaths,cumulative_predator_deaths,reward,cumulative_reward,reference_agent_type,reference_agent_energy,reference_agent_context,reference_agent_target_detected,prey_model_path,predator_model_path,run_name,seed,long_episode_steps
1,31,10,41,0.5454545454545454,0,96.6041935483871,84.78999999999999,50.0,100.0,84.58,84.88,1,0,0,0,0,39.99,39.99,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
2,32,10,42,0.5,0,96.3771875,84.57999999999998,50.0,100.0,84.16,84.75999999999999,2,0,0,0,0,79.98,119.97,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
3,32,10,42,0.5,0,99.6753125,84.36999999999999,89.88,100.0,83.74,84.63999999999999,2,0,0,0,0,119.97,239.94,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
4,32,10,42,0.5,0,99.96625,84.16,99.45999999999998,100.0,83.32,84.51999999999998,2,0,0,0,0,159.96,399.9,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
5,32,10,42,0.5,0,99.9746875,83.94999999999997,99.18999999999997,100.0,82.89999999999999,84.39999999999998,2,0,0,0,0,199.95000000000002,599.85,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
6,32,10,42,0.5,0,99.96625,83.73999999999998,98.91999999999996,100.0,82.47999999999999,84.27999999999997,2,0,0,0,0,239.94000000000003,839.7900000000001,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
7,31,10,41,0.5454545454545454,0,99.99129032258064,85.32399999999998,99.72999999999999,100.0,82.05999999999999,100.0,2,0,1,1,0,279.93,1119.72,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
8,31,10,41,0.5454545454545454,0,99.99129032258064,85.14399999999998,99.72999999999999,100.0,81.63999999999999,99.88,2,0,1,1,0,319.92,1439.64,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
9,32,10,42,0.5,0,97.65625,84.96399999999997,50.0,100.0,81.21999999999998,99.75999999999999,3,0,1,1,0,359.91,1799.5500000000002,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
10,33,10,43,0.4545454545454546,0,95.13969696969697,86.70399999999997,50.0,100.0,80.79999999999998,100.0,5,0,2,2,0,399.90000000000003,2199.4500000000003,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
11,33,10,43,0.4545454545454546,0,99.38666666666667,86.55399999999996,89.88,100.0,80.37999999999998,99.88,5,0,2,2,0,439.89000000000004,2639.34,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
12,33,10,43,0.4545454545454546,0,100.0,86.40399999999997,100.0,100.0,79.95999999999998,99.75999999999999,5,0,2,2,0,479.88000000000005,3119.2200000000003,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
13,32,10,42,0.5,0,100.0,88.29999999999995,100.0,100.0,83.43999999999994,100.0,5,0,3,3,0,519.87,3639.09,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
14,32,10,42,0.5,0,100.0,88.17999999999995,100.0,100.0,83.31999999999994,99.88,5,0,3,3,0,559.86,4198.95,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
15,32,10,42,0.5,0,100.0,88.05999999999995,100.0,100.0,83.19999999999993,99.75999999999999,5,0,3,3,0,599.85,4798.8,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
16,32,10,42,0.5,0,100.0,87.93999999999994,100.0,100.0,83.07999999999993,99.63999999999999,5,0,3,3,0,639.84,5438.64,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
17,33,10,43,0.4545454545454546,0,97.72727272727273,87.81999999999994,50.0,100.0,82.95999999999992,99.51999999999998,6,0,3,3,0,679.83,6118.47,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
18,34,10,44,0.40909090909090917,0,97.4964705882353,87.69999999999993,50.0,100.0,82.83999999999992,99.39999999999998,7,0,3,3,0,719.82,6838.29,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
19,37,10,47,0.2727272727272727,0,93.64540540540541,87.57999999999993,50.0,100.0,82.71999999999991,99.27999999999997,10,0,3,3,0,759.8100000000001,7598.1,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
20,37,10,47,0.2727272727272727,0,99.17945945945947,87.45999999999992,89.88,100.0,82.59999999999991,99.15999999999997,10,0,3,3,0,799.8000000000001,8397.9,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
21,37,10,47,0.2727272727272727,0,100.0,87.33999999999992,100.0,100.0,82.4799999999999,99.03999999999996,10,0,3,3,0,839.7900000000001,9237.69,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
22,37,10,47,0.2727272727272727,0,100.0,87.21999999999991,100.0,100.0,82.3599999999999,98.91999999999996,10,0,3,3,0,879.7800000000001,10117.470000000001,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
23,37,10,47,0.2727272727272727,0,100.0,87.09999999999991,100.0,100.0,82.2399999999999,98.79999999999995,10,0,3,3,0,919.7700000000001,11037.240000000002,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
24,37,10,47,0.2727272727272727,0,100.0,86.9799999999999,100.0,100.0,82.11999999999989,98.67999999999995,10,0,3,3,0,959.7600000000001,11997.000000000002,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
25,38,10,48,0.2272727272727273,0,98.02631578947368,86.8599999999999,50.0,100.0,81.99999999999989,98.55999999999995,11,0,3,3,0,999.7500000000001,12996.750000000002,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
26,39,10,49,0.18181818181818188,0,97.8174358974359,86.7399999999999,50.0,100.0,81.87999999999988,98.43999999999994,12,0,3,3,0,1039.74,14036.490000000002,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
27,43,10,53,0.0,0,92.78790697674418,86.61999999999989,50.0,100.0,81.75999999999988,98.31999999999994,16,0,3,3,0,1079.73,15116.220000000001,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
28,45,10,55,0.0,0,95.76711111111112,86.49999999999989,50.0,100.0,81.63999999999987,98.19999999999993,18,0,3,3,0,1119.72,16235.94,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
29,46,10,56,0.0,0,97.92956521739131,86.37999999999988,50.0,100.0,81.51999999999987,98.07999999999993,19,0,3,3,0,1159.71,17395.65,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
30,47,10,57,0.0,0,98.18893617021277,86.25999999999988,50.0,100.0,81.39999999999986,97.95999999999992,20,0,3,3,0,1199.7,18595.350000000002,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
31,47,10,57,0.0,0,98.93042553191488,86.13999999999987,49.730000000000004,100.0,81.27999999999986,97.83999999999992,20,0,3,3,0,1239.69,19835.04,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
32,47,10,57,0.0,0,99.77893617021276,86.01999999999987,89.61000000000001,100.0,81.15999999999985,97.71999999999991,20,0,3,3,0,1279.68,21114.72,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
33,48,10,58,0.0,0,98.43187499999999,85.89999999999986,50.0,100.0,81.03999999999985,97.59999999999991,21,0,3,3,0,1319.67,22434.39,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
34,49,10,59,0.0,0,98.25183673469388,85.77999999999986,50.0,100.0,80.91999999999985,97.4799999999999,22,0,3,3,0,1359.66,23794.05,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
35,55,10,65,0.0,0,91.632,85.65999999999985,50.0,100.0,80.79999999999984,97.3599999999999,28,0,3,3,0,1399.65,25193.7,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
36,58,10,68,0.0,0,94.16396551724138,85.53999999999985,49.730000000000004,100.0,80.67999999999984,97.2399999999999,31,0,3,3,0,1439.64,26633.34,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
37,60,10,70,0.0,0,96.80983333333333,85.41999999999985,50.0,100.0,80.55999999999983,97.11999999999989,33,0,3,3,0,1479.63,28112.97,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
38,64,10,74,0.0,0,94.78828125,85.29999999999984,50.0,100.0,80.43999999999983,96.99999999999989,37,0,3,3,0,1519.6200000000001,29632.59,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
39,66,10,76,0.0,0,97.10984848484848,85.17999999999984,50.0,100.0,80.31999999999982,96.87999999999988,39,0,3,3,0,1559.6100000000001,31192.2,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
40,66,10,76,0.0,0,99.68924242424242,85.05999999999983,89.88,100.0,80.19999999999982,96.75999999999988,39,0,3,3,0,1599.6000000000001,32791.8,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
41,67,10,77,0.0,0,98.8765671641791,84.93999999999983,50.0,100.0,80.07999999999981,96.63999999999987,40,0,3,3,0,1639.5900000000001,34431.39,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
42,68,10,78,0.0,0,98.1525,84.81999999999982,49.88,100.0,79.95999999999981,96.51999999999987,41,0,3,3,0,1679.5800000000002,36110.97,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
43,74,10,84,0.0,0,93.08945945945948,84.48999999999981,49.760000000000005,100.0,79.53999999999981,96.39999999999986,47,0,3,3,0,1719.5700000000002,37830.54,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed2,44,2000
