step,prey_population,predator_population,total_alive,system_coexistence_score,system_extinct,avg_prey_energy,avg_predator_energy,min_prey_energy,max_prey_energy,min_predator_energy,max_predator_energy,cumulative_prey_births,cumulative_predator_births,cumulative_predation_events,cumulative_prey_deaths,cumulative_predator_deaths,reward,cumulative_reward,reference_agent_type,reference_agent_energy,reference_agent_context,reference_agent_target_detected,prey_model_path,predator_model_path,run_name,seed,long_episode_steps
1,31,10,41,0.5454545454545454,0,95.6325806451613,84.75999999999999,50.0,100.0,84.58,84.88,1,0,0,0,0,39.99,39.99,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed1,43,2000
2,31,10,41,0.5454545454545454,0,97.95774193548387,84.52,49.730000000000004,100.0,84.16,84.75999999999999,1,0,0,0,0,79.98,119.97,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed1,43,2000
3,30,10,40,0.5909090909090908,0,99.973,85.55324999999999,99.72999999999999,100.0,83.74,96.4725,1,0,1,1,0,119.97,239.94,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed1,43,2000
4,31,10,41,0.5454545454545454,0,97.5283870967742,85.31325,50.0,100.0,83.32,96.0525,2,0,1,1,0,159.96,399.9,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed1,43,2000
5,31,10,41,0.5454545454545454,0,99.62129032258065,85.07324999999999,89.88,100.0,82.89999999999999,95.6325,2,0,1,1,0,199.95000000000002,599.85,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed1,43,2000
6,32,10,42,0.5,0,97.5971875,84.83324999999999,50.0,100.0,82.47999999999999,95.21249999999999,3,0,1,1,0,239.94000000000003,839.7900000000001,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed1,43,2000
7,32,10,42,0.5,0,96.9071875,86.38724999999998,50.0,100.0,82.05999999999999,100.0,4,0,2,2,0,279.93,1119.72,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed1,43,2000
8,31,10,41,0.5454545454545454,0,99.66483870967743,87.98324999999997,89.88,100.0,81.63999999999999,100.0,4,0,3,3,0,319.92,1439.64,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed1,43,2000
9,32,10,42,0.5,0,97.6309375,87.77324999999998,50.0,100.0,81.21999999999998,99.88,5,0,3,3,0,359.91,1799.5500000000002,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed1,43,2000
10,32,10,42,0.5,0,99.633125,87.56324999999997,89.88,100.0,80.79999999999998,99.75999999999999,5,0,3,3,0,399.90000000000003,2199.4500000000003,PREY,100.0,0,1,src\models\trained_prey_43_protocol2_cycle2.pkl,src\models\trained_predator_43_protocol2_cycle2.pkl,seed1,43,2000
