step,reward,cumulative_reward,main_agent_energy,main_agent_thirst,main_agent_can_reproduce,main_agent_water_nearby,prey_population,predator_population,total_alive,avg_prey_energy,avg_predator_energy,min_prey_energy,max_prey_energy,min_predator_energy,max_predator_energy,cumulative_prey_births,cumulative_predator_births,cumulative_predation_events,cumulative_prey_deaths,cumulative_predator_deaths,cumulative_prey_reward,cumulative_predator_reward
258,-0.01,240.30000000000078,81.24999999999989,81.5,1,1,226,1,227,88.36902654867251,5.3500000000004,79.59999999999988,100.0,5.3500000000004,5.3500000000004,219,0,0,0,0,59197.700000000135,176.65999999999954
259,-0.01,240.2900000000008,80.79999999999988,81.0,1,1,226,1,227,88.20044247787604,5.0500000000004,79.74999999999999,100.0,5.0500000000004,5.0500000000004,219,0,0,0,0,59316.88000000015,176.64999999999952
260,-0.01,240.2800000000008,80.34999999999988,80.5,1,1,226,1,227,88.06371681415924,4.750000000000401,79.44999999999987,100.0,4.750000000000401,4.750000000000401,219,0,0,0,0,59475.56000000016,176.63999999999953
261,-0.01,240.2700000000008,79.89999999999988,80.0,1,1,226,1,227,88.39292035398223,4.450000000000401,79.59999999999988,100.0,4.450000000000401,4.450000000000401,219,0,0,0,0,59875.65000000014,176.62999999999954
262,39.980000000000004,280.2500000000008,100.0,79.5,1,1,226,1,227,88.3723451327433,4.150000000000401,79.59999999999988,100.0,4.150000000000401,4.150000000000401,219,0,0,0,0,60114.80000000015,176.61999999999952
263,0.48,280.7300000000008,99.7,99.0,1,1,226,1,227,88.27809734513268,3.850000000000401,79.89999999999988,100.0,3.850000000000401,3.850000000000401,219,0,0,0,0,60276.42000000013,176.6099999999995
264,-0.01,280.7200000000008,99.25,98.5,1,1,226,1,227,87.92964601769904,3.5500000000004013,79.89999999999988,100.0,3.5500000000004013,3.5500000000004013,219,0,0,0,0,60318.0700000002,176.5999999999995
265,-0.01,280.71000000000083,98.8,98.0,1,1,226,1,227,88.03119469026544,3.2500000000004015,79.59999999999988,100.0,3.2500000000004015,3.2500000000004015,219,0,0,0,0,60556.73000000013,176.58999999999952
266,-0.01,280.70000000000084,98.35,97.5,1,1,226,1,227,88.42013274336276,2.9500000000004016,79.59999999999988,100.0,2.9500000000004016,2.9500000000004016,219,0,0,0,0,60956.82000000017,176.5799999999995
267,-0.01,280.69000000000085,97.89999999999999,97.0,1,1,226,1,227,89.26039823008844,2.650000000000402,79.29999999999988,100.0,2.650000000000402,2.650000000000402,219,0,0,0,0,61517.36000000018,176.56999999999948
268,-0.01,280.68000000000086,97.44999999999999,96.5,1,1,226,1,227,90.275221238938,2.350000000000402,78.84999999999988,100.0,2.350000000000402,2.350000000000402,219,0,0,0,0,62156.4100000002,176.5599999999995
269,-0.01,280.67000000000087,96.99999999999999,96.0,1,1,226,1,227,90.18163716814153,2.050000000000402,78.39999999999988,100.0,2.050000000000402,2.050000000000402,219,0,0,0,0,62317.54000000014,176.5499999999995
270,-0.01,280.6600000000009,96.54999999999998,95.5,1,1,226,1,227,90.65884955752206,1.7500000000004021,78.09999999999988,100.0,1.7500000000004021,1.7500000000004021,219,0,0,0,0,62717.140000000174,176.53999999999948
271,-0.01,280.6500000000009,96.09999999999998,95.0,1,1,226,1,227,90.89115044247782,1.450000000000402,79.59999999999988,100.0,1.450000000000402,1.450000000000402,219,0,0,0,0,63040.190000000206,176.52999999999946
272,-0.01,280.6400000000009,95.64999999999998,94.5,1,1,226,1,227,90.7318584070796,1.0000000000004021,79.59999999999988,100.0,1.0000000000004021,1.0000000000004021,219,0,0,0,0,63201.32000000016,176.51999999999947
273,-0.01,280.6300000000009,95.19999999999997,94.0,1,1,226,1,227,91.3643805309734,0.5500000000004021,79.44999999999987,100.0,0.5500000000004021,0.5500000000004021,219,0,0,0,0,63681.88000000015,176.50999999999948
274,-0.01,280.6200000000009,94.74999999999997,93.5,1,1,226,1,227,91.10685840707959,0.10000000000040207,78.99999999999987,100.0,0.10000000000040207,0.10000000000040207,219,0,0,0,0,63764.010000000184,176.49999999999946
275,-0.01,280.6100000000009,94.29999999999997,93.0,1,1,226,0,226,90.93960176991146,0.0,78.54999999999987,100.0,0.0,0.0,219,0,0,0,1,63884.17000000021,176.48999999999944
276,-0.01,280.60000000000093,93.84999999999997,92.5,1,1,226,0,226,91.30862831858401,0.0,78.24999999999987,100.0,0.0,0.0,219,0,0,0,0,64244.76000000015,176.48999999999944
277,-0.01,280.59000000000094,93.39999999999996,92.0,1,1,226,0,226,91.59800884955746,0.0,79.59999999999988,100.0,0.0,0.0,219,0,0,0,0,64566.34000000022,176.48999999999944
278,-0.01,280.58000000000095,92.94999999999996,91.5,1,1,226,0,226,91.81637168141589,0.0,79.59999999999988,100.0,0.0,0.0,219,0,0,0,0,64966.92000000017,176.48999999999944
279,-0.01,280.57000000000096,92.49999999999996,91.0,1,1,226,0,226,91.60066371681411,0.0,79.59999999999988,100.0,0.0,0.0,219,0,0,0,0,65129.030000000166,176.48999999999944
280,-0.01,280.56000000000097,92.04999999999995,90.5,1,1,226,0,226,91.83362831858402,0.0,79.59999999999988,100.0,0.0,0.0,219,0,0,0,0,65489.13000000015,176.48999999999944
281,-0.01,280.550000000001,91.59999999999995,90.0,1,1,226,0,226,91.9431415929203,0.0,79.14999999999988,100.0,0.0,0.0,219,0,0,0,0,65731.22000000018,176.48999999999944
282,-0.01,280.540000000001,91.14999999999995,89.5,1,1,226,0,226,92.11902654867254,0.0,78.84999999999988,100.0,0.0,0.0,219,0,0,0,0,66051.82000000017,176.48999999999944
283,-0.01,280.530000000001,90.69999999999995,89.0,1,1,226,0,226,92.05066371681411,0.0,78.69999999999987,100.0,0.0,0.0,219,0,0,0,0,66214.91000000016,176.48999999999944
284,-0.01,280.520000000001,90.24999999999994,88.5,1,1,226,0,226,91.98296460176988,0.0,78.24999999999987,100.0,0.0,0.0,219,0,0,0,0,66379.96000000018,176.48999999999944
285,-0.01,280.510000000001,89.79999999999994,88.0,1,1,226,0,226,91.78849557522119,0.0,77.79999999999987,100.0,0.0,0.0,219,0,0,0,0,66540.60000000015,176.48999999999944
286,-0.01,280.500000000001,89.49999999999994,87.5,1,1,226,0,226,91.72079646017696,0.0,77.34999999999987,100.0,0.0,0.0,219,0,0,0,0,66703.6900000002,176.48999999999944
287,-0.01,280.49000000000103,89.19999999999995,87.0,1,1,226,0,226,91.46991150442473,0.0,76.89999999999986,100.0,0.0,0.0,219,0,0,0,0,66784.35000000021,176.48999999999944
288,-0.01,280.48000000000104,88.89999999999995,86.5,1,1,226,0,226,91.03982300884951,0.0,76.44999999999986,99.7,0.0,0.0,219,0,0,0,0,66786.01000000018,176.48999999999944
289,-0.01,280.47000000000105,88.59999999999995,86.0,1,1,226,0,226,90.98075221238933,0.0,75.99999999999986,100.0,0.0,0.0,219,0,0,0,0,66946.16000000016,176.48999999999944
290,-0.01,280.46000000000106,88.29999999999995,85.5,1,1,226,0,226,90.83539823008844,0.0,75.69999999999986,100.0,0.0,0.0,219,0,0,0,0,67065.83000000022,176.48999999999944
291,-0.01,280.45000000000107,87.99999999999996,85.0,1,1,226,0,226,90.75176991150437,0.0,75.24999999999986,100.0,0.0,0.0,219,0,0,0,0,67265.48000000024,176.48999999999944
292,-0.01,280.4400000000011,87.69999999999996,84.5,1,1,226,0,226,90.62632743362826,0.0,74.79999999999986,100.0,0.0,0.0,219,0,0,0,0,67426.61000000018,176.48999999999944
293,-0.01,280.4300000000011,87.39999999999996,84.0,1,1,226,0,226,90.29845132743358,0.0,74.34999999999985,100.0,0.0,0.0,219,0,0,0,0,67506.2900000002,176.48999999999944
294,-0.01,280.4200000000011,87.09999999999997,83.5,1,1,226,0,226,90.10464601769907,0.0,73.89999999999985,100.0,0.0,0.0,219,0,0,0,0,67706.92000000026,176.48999999999944
295,-0.01,280.4100000000011,86.79999999999997,83.0,1,1,226,0,226,89.90088495575216,0.0,73.44999999999985,100.0,0.0,0.0,219,0,0,0,0,67784.64000000016,176.48999999999944
296,-0.01,280.4000000000011,86.49999999999997,82.5,1,1,226,0,226,89.72168141592917,0.0,72.99999999999984,100.0,0.0,0.0,219,0,0,0,0,67946.75000000026,176.48999999999944
297,-0.01,280.3900000000011,86.19999999999997,82.0,1,1,226,0,226,89.53252212389377,0.0,72.54999999999984,100.0,0.0,0.0,219,0,0,0,0,68024.47000000023,176.48999999999944
298,-0.01,280.38000000000113,85.74999999999997,81.5,1,1,226,0,226,89.74159292035394,0.0,79.89999999999988,100.0,0.0,0.0,219,0,0,0,0,68266.07000000023,176.48999999999944
299,-0.01,280.37000000000114,85.29999999999997,81.0,1,1,226,0,226,89.48407079646014,0.0,79.89999999999988,100.0,0.0,0.0,219,0,0,0,0,68306.2500000002,176.48999999999944
300,-0.01,280.36000000000115,84.99999999999997,80.5,1,1,226,0,226,89.29159292035393,0.0,79.59999999999988,100.0,0.0,0.0,219,0,0,0,0,68385.44000000024,176.48999999999944
301,-0.01,280.35000000000116,84.69999999999997,80.0,1,1,226,0,226,89.5550884955752,0.0,80.19999999999992,100.0,0.0,0.0,219,0,0,0,0,68666.05000000019,176.48999999999944
302,-0.01,280.34000000000117,84.39999999999998,79.5,1,1,226,0,226,89.21858407079642,0.0,79.89999999999988,99.7,0.0,0.0,219,0,0,0,0,68664.28000000023,176.48999999999944
303,0.48,280.8200000000012,84.09999999999998,99.0,1,1,226,0,226,89.06991150442474,0.0,79.74999999999991,100.0,0.0,0.0,219,0,0,0,0,68744.94000000024,176.48999999999944
304,-0.01,280.8100000000012,83.79999999999998,98.5,1,1,226,0,226,88.83429203539819,0.0,79.74999999999989,100.0,0.0,0.0,219,0,0,0,0,68785.61000000016,176.48999999999944
305,-0.01,280.8000000000012,83.49999999999999,98.0,1,1,226,0,226,88.69159292035397,0.0,79.44999999999989,100.0,0.0,0.0,219,0,0,0,0,68865.2900000003,176.48999999999944
306,-0.01,280.7900000000012,83.19999999999999,97.5,1,1,226,0,226,88.65044247787607,0.0,79.7499999999999,100.0,0.0,0.0,219,0,0,0,0,68983.98000000024,176.48999999999944
307,-0.01,280.7800000000012,82.89999999999999,97.0,1,1,226,0,226,88.95243362831854,0.0,79.89999999999996,100.0,0.0,0.0,219,0,0,0,0,69344.08000000025,176.48999999999944
308,-0.01,280.77000000000123,82.6,96.5,1,1,226,0,226,88.72942477876106,0.0,79.74999999999996,100.0,0.0,0.0,219,0,0,0,0,69384.75000000023,176.48999999999944
309,-0.01,280.76000000000124,82.3,96.0,1,1,226,0,226,88.6896017699115,0.0,80.04999999999995,100.0,0.0,0.0,219,0,0,0,0,69544.90000000023,176.48999999999944
310,-0.01,280.75000000000125,82.0,95.5,1,1,226,0,226,88.43473451327434,0.0,79.74999999999996,100.0,0.0,0.0,219,0,0,0,0,69585.5700000003,176.48999999999944
311,-0.01,280.74000000000126,81.7,95.0,1,1,226,0,226,88.36703539823007,0.0,79.29999999999995,100.0,0.0,0.0,219,0,0,0,0,69706.71000000021,176.48999999999944
312,-0.01,280.73000000000127,81.4,94.5,1,1,226,0,226,88.28938053097343,0.0,79.44999999999995,100.0,0.0,0.0,219,0,0,0,0,69827.85000000024,176.48999999999944
313,-0.01,280.7200000000013,81.10000000000001,94.0,1,1,226,0,226,88.23827433628318,0.0,79.14999999999995,100.0,0.0,0.0,219,0,0,0,0,69949.97000000018,176.48999999999944
314,-0.01,280.7100000000013,80.80000000000001,93.5,1,1,226,0,226,88.10088495575222,0.0,78.69999999999995,100.0,0.0,0.0,219,0,0,0,0,70032.10000000025,176.48999999999944
315,-0.01,280.7000000000013,80.50000000000001,93.0,1,1,226,0,226,88.20774336283186,0.0,78.24999999999994,100.0,0.0,0.0,219,0,0,0,0,70232.24000000024,176.48999999999944
316,-0.01,280.6900000000013,80.20000000000002,92.5,1,1,226,0,226,88.24823008849557,0.0,77.79999999999994,100.0,0.0,0.0,219,0,0,0,0,70391.90000000021,176.48999999999944
317,-0.01,280.6800000000013,79.90000000000002,92.0,1,1,226,0,226,88.37234513274336,0.0,77.34999999999994,100.0,0.0,0.0,219,0,0,0,0,70634.97000000026,176.48999999999944
318,39.980000000000004,320.66000000000133,100.0,91.5,1,1,226,0,226,88.36570796460178,0.0,77.04999999999994,100.0,0.0,0.0,219,0,0,0,0,70794.63000000028,176.48999999999944
319,-0.01,320.65000000000134,99.7,91.0,1,1,226,0,226,88.50176991150445,0.0,76.74999999999994,100.0,0.0,0.0,219,0,0,0,0,71037.70000000026,176.48999999999944
320,-0.01,320.64000000000135,99.4,90.5,1,1,226,0,226,88.47190265486726,0.0,79.59999999999988,100.0,0.0,0.0,219,0,0,0,0,71158.3500000003,176.48999999999944
321,-0.01,320.63000000000136,99.10000000000001,90.0,1,1,226,0,226,88.69225663716816,0.0,79.75,100.0,0.0,0.0,219,0,0,0,0,71399.95000000039,176.48999999999944
322,-0.01,320.62000000000137,98.80000000000001,89.5,1,1,226,0,226,88.8283185840708,0.0,79.45,100.0,0.0,0.0,219,0,0,0,0,71601.0700000003,176.48999999999944
323,-0.01,320.6100000000014,98.50000000000001,89.0,1,1,226,0,226,89.51194690265488,0.0,79.44999999999997,100.0,0.0,0.0,219,0,0,0,0,72043.11000000026,176.48999999999944
324,-0.01,320.6000000000014,98.20000000000002,88.5,1,1,226,0,226,89.8378318584071,0.0,79.74999999999996,100.0,0.0,0.0,219,0,0,0,0,72328.13000000032,176.48999999999944
325,-0.01,320.5900000000014,97.90000000000002,88.0,1,1,226,0,226,90.553982300885,0.0,79.75,100.0,0.0,0.0,219,0,0,0,0,72809.18000000027,176.48999999999944
326,-0.01,320.5800000000014,97.60000000000002,87.5,1,1,226,0,226,91.05641592920357,0.0,79.44999999999999,100.0,0.0,0.0,219,0,0,0,0,73170.75000000023,176.48999999999944
327,-0.01,320.5700000000014,97.30000000000003,87.0,1,1,226,0,226,90.97942477876109,0.0,79.75000000000001,100.0,0.0,0.0,219,0,0,0,0,73330.90000000024,176.48999999999944
328,-0.01,320.5600000000014,97.00000000000003,86.5,1,1,226,0,226,91.0365044247788,0.0,79.75000000000001,100.0,0.0,0.0,219,0,0,0,0,73533.0000000003,176.48999999999944
329,-0.01,320.55000000000143,96.70000000000003,86.0,1,1,226,0,226,90.90707964601773,0.0,79.74999999999997,100.0,0.0,0.0,219,0,0,0,0,73613.6600000003,176.48999999999944
330,-0.01,320.54000000000144,96.40000000000003,85.5,1,1,226,0,226,90.95951327433633,0.0,79.45000000000006,100.0,0.0,0.0,219,0,0,0,0,73772.83000000028,176.48999999999944
331,-0.01,320.53000000000145,96.10000000000004,85.0,1,1,226,0,226,91.12013274336287,0.0,79.6,100.0,0.0,0.0,219,0,0,0,0,74013.45000000029,176.48999999999944
332,-0.01,320.52000000000146,95.80000000000004,84.5,1,1,226,0,226,91.36039823008852,0.0,79.75000000000001,100.0,0.0,0.0,219,0,0,0,0,74294.06000000035,176.48999999999944
333,-0.01,320.51000000000147,95.50000000000004,84.0,1,1,226,0,226,91.33185840707968,0.0,79.45,100.0,0.0,0.0,219,0,0,0,0,74452.74000000033,176.48999999999944
334,-0.01,320.5000000000015,95.20000000000005,83.5,1,1,226,0,226,91.10818584070802,0.0,79.45000000000005,100.0,0.0,0.0,219,0,0,0,0,74492.4300000003,176.48999999999944
335,-0.01,320.4900000000015,94.90000000000005,83.0,1,1,226,0,226,91.52300884955757,0.0,79.59999999999988,100.0,0.0,0.0,219,0,0,0,0,74810.09000000023,176.48999999999944
336,-0.01,320.4800000000015,94.60000000000005,82.5,1,1,226,0,226,91.69557522123898,0.0,79.75000000000006,100.0,0.0,0.0,219,0,0,0,0,75052.18000000021,176.48999999999944
337,-0.01,320.4700000000015,94.30000000000005,82.0,1,1,226,0,226,91.74203539823014,0.0,79.75000000000006,100.0,0.0,0.0,219,0,0,0,0,75210.86000000019,176.48999999999944
338,-0.01,320.4600000000015,94.00000000000006,81.5,1,1,226,0,226,91.60796460176995,0.0,79.75000000000003,100.0,0.0,0.0,219,0,0,0,0,75292.9900000003,176.48999999999944
339,-0.01,320.4500000000015,93.70000000000006,81.0,1,1,226,0,226,91.74800884955756,0.0,79.60000000000007,100.0,0.0,0.0,219,0,0,0,0,75492.15000000027,176.48999999999944
340,-0.01,320.44000000000153,93.40000000000006,80.5,1,1,226,0,226,92.38252212389386,0.0,79.75000000000004,100.0,0.0,0.0,219,0,0,0,0,75932.72000000022,176.48999999999944
341,-0.01,320.43000000000154,93.10000000000007,80.0,1,1,226,0,226,92.43163716814163,0.0,79.75000000000011,100.0,0.0,0.0,219,0,0,0,0,76094.34000000035,176.48999999999944
342,-0.01,320.42000000000155,92.80000000000007,79.5,1,1,226,0,226,92.49336283185846,0.0,79.74999999999989,100.0,0.0,0.0,219,0,0,0,0,76293.99000000037,176.48999999999944
343,0.48,320.90000000000157,92.50000000000007,99.0,1,1,226,0,226,92.48207964601775,0.0,79.3000000000001,100.0,0.0,0.0,219,0,0,0,0,76454.1400000003,176.48999999999944
344,-0.01,320.8900000000016,92.20000000000007,98.5,1,1,226,0,226,92.44358407079652,0.0,79.74999999999989,100.0,0.0,0.0,219,0,0,0,0,76573.81000000042,176.48999999999944
345,-0.01,320.8800000000016,91.90000000000008,98.0,1,1,226,0,226,92.36261061946908,0.0,79.30000000000007,100.0,0.0,0.0,219,0,0,0,0,76693.4800000004,176.48999999999944
346,-0.01,320.8700000000016,91.60000000000008,97.5,1,1,226,0,226,92.15951327433633,0.0,78.85000000000007,100.0,0.0,0.0,219,0,0,0,0,76812.66000000035,176.48999999999944
347,-0.01,320.8600000000016,91.30000000000008,97.0,1,1,226,0,226,91.84623893805316,0.0,78.40000000000006,99.7,0.0,0.0,219,0,0,0,0,76813.83000000028,176.48999999999944
348,-0.01,320.8500000000016,91.00000000000009,96.5,1,1,226,0,226,91.64247787610624,0.0,78.10000000000007,100.0,0.0,0.0,219,0,0,0,0,76894.4900000003,176.48999999999944
349,-0.01,320.8400000000016,90.70000000000009,96.0,1,1,226,0,226,91.45530973451335,0.0,79.90000000000009,100.0,0.0,0.0,219,0,0,0,0,76974.66000000034,176.48999999999944
350,-0.01,320.83000000000163,90.40000000000009,95.5,1,1,226,0,226,91.23495575221244,0.0,79.90000000000008,100.0,0.0,0.0,219,0,0,0,0,77054.34000000027,176.48999999999944
351,-0.01,320.82000000000164,90.1000000000001,95.0,1,1,226,0,226,91.16261061946909,0.0,80.04999999999988,100.0,0.0,0.0,219,0,0,0,0,77216.94000000028,176.48999999999944
352,-0.01,320.81000000000165,89.8000000000001,94.5,1,1,226,0,226,90.84933628318592,0.0,79.59999999999988,99.7,0.0,0.0,219,0,0,0,0,77218.60000000038,176.48999999999944
353,-0.01,320.80000000000166,89.5000000000001,94.0,1,1,226,0,226,90.71924778761068,0.0,79.75000000000013,100.0,0.0,0.0,219,0,0,0,0,77300.73000000036,176.48999999999944
354,-0.01,320.79000000000167,89.2000000000001,93.5,1,1,226,0,226,90.63163716814165,0.0,79.75000000000011,100.0,0.0,0.0,219,0,0,0,0,77422.85000000031,176.48999999999944
355,-0.01,320.7800000000017,88.9000000000001,93.0,1,1,226,0,226,90.63429203539829,0.0,79.90000000000016,100.0,0.0,0.0,219,0,0,0,0,77583.00000000042,176.48999999999944
356,-0.01,320.7700000000017,88.60000000000011,92.5,1,1,226,0,226,90.41128318584079,0.0,79.90000000000012,100.0,0.0,0.0,219,0,0,0,0,77623.6700000004,176.48999999999944
357,-0.01,320.7600000000017,88.30000000000011,92.0,1,1,226,0,226,90.1876106194691,0.0,79.90000000000012,100.0,0.0,0.0,219,0,0,0,0,77665.81000000036,176.48999999999944
358,-0.01,320.7500000000017,88.00000000000011,91.5,1,1,226,0,226,90.19955752212397,0.0,79.75000000000016,100.0,0.0,0.0,219,0,0,0,0,77824.98000000035,176.48999999999944
359,-0.01,320.7400000000017,87.70000000000012,91.0,1,1,226,0,226,90.1092920353983,0.0,79.75000000000013,100.0,0.0,0.0,219,0,0,0,0,77948.57000000025,176.48999999999944
360,-0.01,320.7300000000017,87.40000000000012,90.5,1,1,226,0,226,90.16039823008857,0.0,79.75000000000014,100.0,0.0,0.0,219,0,0,0,0,78108.72000000032,176.48999999999944
361,-0.01,320.72000000000173,87.10000000000012,90.0,1,1,226,0,226,90.3442477876107,0.0,79.59999999999988,100.0,0.0,0.0,219,0,0,0,0,78391.78000000022,176.48999999999944
362,-0.01,320.71000000000174,86.80000000000013,89.5,1,1,226,0,226,90.53473451327442,0.0,80.05000000000015,100.0,0.0,0.0,219,0,0,0,0,78710.42000000026,176.48999999999944
363,-0.01,320.70000000000175,86.50000000000013,89.0,1,1,226,0,226,90.3342920353983,0.0,79.60000000000016,100.0,0.0,0.0,219,0,0,0,0,78795.00000000038,176.48999999999944
364,-0.01,320.69000000000176,86.20000000000013,88.5,1,1,226,0,226,90.54933628318591,0.0,79.75000000000014,100.0,0.0,0.0,219,0,0,0,0,79038.07000000028,176.48999999999944
365,-0.01,320.68000000000177,85.90000000000013,88.0,1,1,226,0,226,90.50752212389389,0.0,79.90000000000019,100.0,0.0,0.0,219,0,0,0,0,79161.17000000033,176.48999999999944
366,-0.01,320.6700000000018,85.60000000000014,87.5,1,1,226,0,226,90.3422566371682,0.0,79.75000000000016,100.0,0.0,0.0,219,0,0,0,0,79242.81000000042,176.48999999999944
367,-0.01,320.6600000000018,85.30000000000014,87.0,1,1,226,0,226,90.35022123893815,0.0,79.59999999999988,100.0,0.0,0.0,219,0,0,0,0,79403.45000000038,176.48999999999944
368,-0.01,320.6500000000018,85.00000000000014,86.5,1,1,226,0,226,90.31769911504432,0.0,79.75000000000016,100.0,0.0,0.0,219,0,0,0,0,79564.58000000044,176.48999999999944
369,-0.01,320.6400000000018,84.70000000000014,86.0,1,1,226,0,226,90.24203539823017,0.0,79.89999999999988,100.0,0.0,0.0,219,0,0,0,0,79685.72000000035,176.48999999999944
370,-0.01,320.6300000000018,84.40000000000015,85.5,1,1,226,0,226,90.05353982300893,0.0,79.75000000000014,100.0,0.0,0.0,219,0,0,0,0,79765.40000000036,176.48999999999944
371,-0.01,320.6200000000018,84.10000000000015,85.0,1,1,226,0,226,89.82920353982308,0.0,80.05000000000015,100.0,0.0,0.0,219,0,0,0,0,79805.58000000035,176.48999999999944
372,-0.01,320.61000000000183,83.80000000000015,84.5,1,1,226,0,226,89.53716814159299,0.0,79.75000000000016,100.0,0.0,0.0,219,0,0,0,0,79846.2500000003,176.48999999999944
373,-0.01,320.60000000000184,83.50000000000016,84.0,1,1,226,0,226,89.61017699115051,0.0,79.60000000000016,100.0,0.0,0.0,219,0,0,0,0,80045.41000000032,176.48999999999944
374,-0.01,320.59000000000185,83.20000000000016,83.5,1,1,226,0,226,89.4296460176992,0.0,79.90000000000019,100.0,0.0,0.0,219,0,0,0,0,80125.58000000032,176.48999999999944
375,-0.01,320.58000000000186,82.90000000000016,83.0,1,1,226,0,226,89.22986725663725,0.0,80.05000000000018,100.0,0.0,0.0,219,0,0,0,0,80203.79000000039,176.48999999999944
376,-0.01,320.57000000000187,82.60000000000016,82.5,1,1,226,0,226,88.97035398230096,0.0,79.75000000000018,100.0,0.0,0.0,219,0,0,0,0,80246.91000000035,176.48999999999944
377,-0.01,320.5600000000019,82.30000000000017,82.0,1,1,226,0,226,89.01946902654876,0.0,79.75000000000017,100.0,0.0,0.0,219,0,0,0,0,80405.59000000039,176.48999999999944
378,-0.01,320.5500000000019,82.00000000000017,81.5,1,1,226,0,226,89.15287610619477,0.0,79.75000000000016,100.0,0.0,0.0,219,0,0,0,0,80646.70000000042,176.48999999999944
379,-0.01,320.5400000000019,81.70000000000017,81.0,1,1,226,0,226,89.07787610619478,0.0,79.90000000000016,100.0,0.0,0.0,219,0,0,0,0,80765.88000000046,176.48999999999944
380,-0.01,320.5300000000019,81.40000000000018,80.5,1,1,226,0,226,88.94181415929212,0.0,79.75000000000018,100.0,0.0,0.0,219,0,0,0,0,80886.53000000042,176.48999999999944
381,-0.01,320.5200000000019,81.10000000000018,80.0,1,1,226,0,226,88.72079646017708,0.0,79.90000000000016,100.0,0.0,0.0,219,0,0,0,0,80927.20000000045,176.48999999999944
382,-0.01,320.5100000000019,80.80000000000018,79.5,1,1,226,0,226,88.65907079646026,0.0,79.59999999999988,100.0,0.0,0.0,219,0,0,0,0,81048.34000000045,176.48999999999944
383,0.48,320.99000000000194,80.50000000000018,99.0,1,1,226,0,226,88.77389380530983,0.0,79.60000000000015,100.0,0.0,0.0,219,0,0,0,0,81247.99000000038,176.48999999999944
384,-0.01,320.98000000000195,80.20000000000019,98.5,1,1,226,0,226,89.09513274336291,0.0,79.75000000000014,100.0,0.0,0.0,219,0,0,0,0,81530.07000000037,176.48999999999944
385,-0.01,320.97000000000196,79.90000000000019,98.0,1,1,226,0,226,89.20597345132752,0.0,79.90000000000018,100.0,0.0,0.0,219,0,0,0,0,81730.21000000037,176.48999999999944
386,39.980000000000004,360.950000000002,100.0,97.5,1,1,226,0,226,89.11238938053106,0.0,79.60000000000018,100.0,0.0,0.0,219,0,0,0,0,81849.88000000041,176.48999999999944
387,-0.01,360.940000000002,99.7,97.0,1,1,226,0,226,89.25243362831866,0.0,79.75000000000017,100.0,0.0,0.0,219,0,0,0,0,82050.02000000037,176.48999999999944
388,-0.01,360.930000000002,99.4,96.5,1,1,226,0,226,89.22190265486735,0.0,79.89999999999988,100.0,0.0,0.0,219,0,0,0,0,82211.15000000036,176.48999999999944
389,-0.01,360.920000000002,99.10000000000001,96.0,1,1,226,0,226,89.54380530973458,0.0,79.75000000000018,100.0,0.0,0.0,219,0,0,0,0,82492.25000000045,176.48999999999944
390,-0.01,360.910000000002,98.80000000000001,95.5,1,1,226,0,226,89.70110619469035,0.0,79.45000000000017,100.0,0.0,0.0,219,0,0,0,0,82731.40000000047,176.48999999999944
391,-0.01,360.900000000002,98.50000000000001,95.0,1,1,226,0,226,90.0800884955753,0.0,79.75000000000017,100.0,0.0,0.0,219,0,0,0,0,83054.45000000039,176.48999999999944
392,-0.01,360.89000000000203,98.20000000000002,94.5,1,1,226,0,226,90.24734513274343,0.0,79.45000000000017,100.0,0.0,0.0,219,0,0,0,0,83293.60000000043,176.48999999999944
393,-0.01,360.88000000000204,97.90000000000002,94.0,1,1,226,0,226,90.91902654867265,0.0,79.75000000000016,100.0,0.0,0.0,219,0,0,0,0,83734.66000000047,176.48999999999944
394,-0.01,360.87000000000205,97.60000000000002,93.5,1,1,226,0,226,91.01393805309742,0.0,79.75000000000018,100.0,0.0,0.0,219,0,0,0,0,83938.23000000036,176.48999999999944
395,-0.01,360.86000000000206,97.30000000000003,93.0,1,1,226,0,226,90.80951327433635,0.0,79.45000000000019,100.0,0.0,0.0,219,0,0,0,0,84058.88000000037,176.48999999999944
396,0.48,361.3400000000021,97.00000000000003,100.0,1,1,226,0,226,90.95022123893813,0.0,79.75000000000016,100.0,0.0,0.0,219,0,0,0,0,84258.53000000038,176.48999999999944
397,-0.01,361.3300000000021,96.70000000000003,99.5,1,1,226,0,226,90.90973451327442,0.0,79.75000000000017,100.0,0.0,0.0,219,0,0,0,0,84379.67000000033,176.48999999999944
398,-0.01,361.3200000000021,96.40000000000003,99.0,1,1,226,0,226,90.95884955752219,0.0,79.60000000000018,100.0,0.0,0.0,219,0,0,0,0,84538.84000000037,176.48999999999944
399,-0.01,361.3100000000021,96.10000000000004,98.5,1,1,226,0,226,90.64823008849564,0.0,79.30000000000018,99.7,0.0,0.0,219,0,0,0,0,84541.97000000035,176.48999999999944
400,-0.01,361.3000000000021,95.80000000000004,98.0,1,1,226,0,226,90.98606194690271,0.0,79.59999999999988,100.0,0.0,0.0,219,0,0,0,0,84861.59000000045,176.48999999999944
