episode,reward,steps,eval_reward,outcome,prey_population,predator_population,avg_prey_energy,avg_predator_energy
1,29.694999999999993,16,0.0,PREDATOR_WIN,0,1,0.0,100.0
2,-2.1899999999999973,350,0.0,PREY_WIN,1,0,100.0,0.0
3,-2.389999999999993,350,0.0,PREY_WIN,1,0,100.0,0.0
4,29.734999999999992,12,0.0,PREDATOR_WIN,0,1,0.0,100.0
5,28.949999999999985,77,0.0,PREDATOR_WIN,0,1,0.0,80.68999999999997
6,-3.3099999999999734,350,0.0,PREY_WIN,1,0,99.72999999999999,0.0
7,-3.2199999999999753,350,0.0,PREY_WIN,1,0,100.0,0.0
8,-3.0799999999999783,350,0.0,PREY_WIN,1,0,100.0,0.0
9,-2.6599999999999873,350,0.0,PREY_WIN,1,0,99.72999999999999,0.0
10,-2.159999999999998,350,0.0,PREY_WIN,1,0,100.0,0.0
11,29.324999999999992,53,0.0,PREDATOR_WIN,0,1,0.0,89.10499999999989
12,28.902499999999993,102,0.0,PREDATOR_WIN,0,1,0.0,71.29250000000016
13,-2.289999999999995,350,0.0,PREY_WIN,1,0,100.0,0.0
14,29.17499999999999,68,0.0,PREDATOR_WIN,0,1,0.0,90.3049999999998
15,-2.339999999999994,350,0.0,PREY_WIN,1,0,100.0,0.0
16,-2.2299999999999964,350,0.0,PREY_WIN,1,0,100.0,0.0
17,-3.1299999999999772,350,0.0,PREY_WIN,1,0,100.0,0.0
18,-2.1799999999999975,350,0.0,PREY_WIN,1,0,100.0,0.0
19,-2.349999999999994,350,0.0,PREY_WIN,1,0,100.0,0.0
20,-2.339999999999994,350,0.0,PREY_WIN,1,0,100.0,0.0
21,-2.3799999999999932,350,0.0,PREY_WIN,1,0,99.88,0.0
22,-2.209999999999997,350,0.0,PREY_WIN,1,0,100.0,0.0
23,-2.289999999999995,350,0.0,PREY_WIN,1,0,100.0,0.0
24,29.172499999999992,75,0.0,PREDATOR_WIN,0,1,0.0,81.73249999999999
25,-3.00999999999998,350,0.0,PREY_WIN,1,0,100.0,0.0
26,-2.5999999999999885,350,0.0,PREY_WIN,1,0,100.0,0.0
27,-2.3699999999999934,350,0.0,PREY_WIN,1,0,100.0,0.0
28,-2.159999999999998,350,0.0,PREY_WIN,1,0,100.0,0.0
29,28.164999999999992,169,0.0,PREDATOR_WIN,0,1,0.0,53.58500000000032
30,28.154999999999937,26,0.0,PREDATOR_WIN,0,1,0.0,98.40499999999989
31,27.93499999999999,192,0.0,PREDATOR_WIN,0,1,0.0,74.82499999999966
32,-3.4999999999999694,350,0.0,PREY_WIN,1,1,100.0,25.59999999999995
33,-2.8399999999999834,350,0.0,PREY_WIN,1,0,99.72999999999999,0.0
34,-2.5199999999999902,350,0.0,PREY_WIN,1,0,100.0,0.0
35,-2.149999999999998,350,0.0,PREY_WIN,1,0,100.0,0.0
36,-2.389999999999993,350,0.0,PREY_WIN,1,0,100.0,0.0
37,-2.1899999999999973,350,0.0,PREY_WIN,1,0,100.0,0.0
38,-2.2699999999999956,350,0.0,PREY_WIN,1,0,100.0,0.0
39,-2.239999999999996,350,0.0,PREY_WIN,1,0,100.0,0.0
40,-2.4199999999999924,350,0.0,PREY_WIN,1,0,100.0,0.0
41,-2.2199999999999966,350,0.0,PREY_WIN,1,0,100.0,0.0
42,-2.2199999999999966,350,0.0,PREY_WIN,1,0,100.0,0.0
43,-2.3199999999999945,350,0.0,PREY_WIN,1,0,100.0,0.0
44,-2.4099999999999926,350,0.0,PREY_WIN,1,0,100.0,0.0
45,29.12749999999999,66,0.0,PREDATOR_WIN,0,1,0.0,83.57749999999996
