episode,reward,steps,eval_reward,outcome,prey_population,predator_population,avg_prey_energy,avg_predator_energy
1,3.0150000000000086,171,0.0,PREDATOR_WIN,1,0,70.0,0.0
2,7.375000000000023,167,0.0,PREDATOR_WIN,1,0,70.0,0.0
3,10.195000000000029,177,0.0,PREDATOR_WIN,1,0,70.0,0.0
4,7.345000000000018,169,0.0,PREDATOR_WIN,1,0,70.0,0.0
5,7.875000000000028,169,0.0,PREDATOR_WIN,1,0,70.0,0.0
6,5.905000000000024,167,0.0,PREDATOR_WIN,1,0,70.0,0.0
7,28.188333333333144,168,0.0,PREDATOR_WIN,0,1,0.0,12.800000000000622
8,11.715000000000032,172,0.0,PREDATOR_WIN,1,0,70.0,0.0
9,10.21500000000003,168,0.0,PREDATOR_WIN,1,0,70.0,0.0
10,8.335000000000024,168,0.0,PREDATOR_WIN,1,0,70.0,0.0
11,10.235000000000033,167,0.0,PREDATOR_WIN,1,0,70.0,0.0
12,13.10500000000003,173,0.0,PREDATOR_WIN,1,0,70.0,0.0
13,10.77500000000003,171,0.0,PREDATOR_WIN,1,0,70.0,0.0
14,12.19500000000003,171,0.0,PREDATOR_WIN,1,0,70.0,0.0
15,10.725000000000032,169,0.0,PREDATOR_WIN,1,0,70.0,0.0
16,28.985833333333336,62,0.0,PREDATOR_WIN,1,1,70.0,77.4875000000003
17,10.265000000000022,249,0.0,PREDATOR_WIN,1,0,70.0,0.0
18,13.145000000000033,171,0.0,PREDATOR_WIN,1,0,70.0,0.0
19,20.474999999999994,171,0.0,PREDATOR_WIN,1,0,70.0,0.0
20,14.175000000000033,170,0.0,PREDATOR_WIN,1,0,70.0,0.0
21,9.775000000000029,168,0.0,PREDATOR_WIN,1,0,70.0,0.0
22,14.115000000000032,170,0.0,PREDATOR_WIN,1,0,70.0,0.0
23,13.705000000000028,167,0.0,PREDATOR_WIN,1,0,70.0,0.0
24,14.145000000000032,169,0.0,PREDATOR_WIN,1,0,70.0,0.0
25,27.688333333333265,169,0.0,PREDATOR_WIN,0,1,0.0,11.900000000000578
26,32.5783333333332,170,0.0,PREDATOR_WIN,0,1,0.0,16.10000000000063
27,11.69500000000003,177,0.0,PREDATOR_WIN,1,0,70.0,0.0
28,13.635000000000028,172,0.0,PREDATOR_WIN,1,0,70.0,0.0
29,14.595000000000034,172,0.0,PREDATOR_WIN,1,0,70.0,0.0
30,15.085000000000035,177,0.0,PREDATOR_WIN,1,0,70.0,0.0
31,17.02500000000001,173,0.0,PREDATOR_WIN,1,0,70.0,0.0
32,34.4583333333333,178,0.0,PREDATOR_WIN,0,1,0.0,12.800000000000622
33,12.23500000000003,173,0.0,PREDATOR_WIN,1,0,70.0,0.0
34,20.445000000000007,173,0.0,PREDATOR_WIN,1,1,70.0,0.10000000000044673
35,18.05500000000001,175,0.0,PREDATOR_WIN,1,0,70.0,0.0
36,17.535000000000007,170,0.0,PREDATOR_WIN,1,1,70.0,1.6000000000004468
37,12.715000000000034,176,0.0,PREDATOR_WIN,1,0,70.0,0.0
38,15.085000000000036,174,0.0,PREDATOR_WIN,1,0,70.0,0.0
39,16.57500000000002,175,0.0,PREDATOR_WIN,1,0,70.0,0.0
40,41.768333333333345,182,0.0,PREDATOR_WIN,0,1,0.0,13.100000000000424
41,21.894999999999946,175,0.0,PREDATOR_WIN,1,0,70.0,0.0
42,27.28499999999997,175,0.0,PREDATOR_WIN,1,1,70.0,3.400000000000446
43,17.555000000000025,176,0.0,PREDATOR_WIN,1,0,70.0,0.0
