episode,reward,steps,eval_reward,outcome,prey_population,predator_population,avg_prey_energy,avg_predator_energy
1,4.395000000000007,267,0.0,PREDATOR_WIN,1,0,70.0,0.0
2,5.825000000000019,170,0.0,PREDATOR_WIN,1,0,70.0,0.0
3,9.795000000000027,169,0.0,PREDATOR_WIN,1,0,70.0,0.0
4,26.73833333333334,166,0.0,PREDATOR_WIN,0,1,0.0,13.400000000000432
5,6.375000000000018,167,0.0,PREDATOR_WIN,1,0,70.0,0.0
6,5.905000000000024,172,0.0,PREDATOR_WIN,1,0,70.0,0.0
7,9.775000000000027,164,0.0,PREDATOR_WIN,1,0,70.0,0.0
8,6.875000000000023,167,0.0,PREDATOR_WIN,1,0,70.0,0.0
9,7.355000000000022,167,0.0,PREDATOR_WIN,1,0,70.0,0.0
10,12.675000000000033,170,0.0,PREDATOR_WIN,1,0,70.0,0.0
11,6.845000000000022,170,0.0,PREDATOR_WIN,1,0,70.0,0.0
12,10.265000000000033,170,0.0,PREDATOR_WIN,1,0,70.0,0.0
13,10.24500000000003,171,0.0,PREDATOR_WIN,1,0,70.0,0.0
14,11.155000000000033,171,0.0,PREDATOR_WIN,1,1,70.0,0.10000000000044673
15,12.19500000000003,165,0.0,PREDATOR_WIN,1,0,70.0,0.0
16,10.725000000000033,165,0.0,PREDATOR_WIN,1,0,70.0,0.0
17,11.185000000000032,175,0.0,PREDATOR_WIN,1,0,70.0,0.0
18,10.75500000000003,172,0.0,PREDATOR_WIN,1,0,70.0,0.0
19,10.725000000000025,167,0.0,PREDATOR_WIN,1,0,70.0,0.0
20,10.735000000000023,171,0.0,PREDATOR_WIN,1,0,70.0,0.0
21,17.085000000000022,171,0.0,PREDATOR_WIN,1,0,70.0,0.0
22,15.595000000000034,170,0.0,PREDATOR_WIN,1,0,70.0,0.0
23,14.625000000000034,171,0.0,PREDATOR_WIN,1,0,70.0,0.0
24,16.115000000000023,167,0.0,PREDATOR_WIN,1,0,70.0,0.0
25,12.70500000000003,169,0.0,PREDATOR_WIN,1,0,70.0,0.0
26,15.545000000000035,173,0.0,PREDATOR_WIN,1,1,70.0,2.5000000000004468
27,17.045000000000023,170,0.0,PREDATOR_WIN,1,1,70.0,3.700000000000446
28,15.605000000000036,172,0.0,PREDATOR_WIN,1,0,70.0,0.0
29,17.525000000000013,175,0.0,PREDATOR_WIN,1,0,70.0,0.0
30,18.98500000000002,176,0.0,PREDATOR_WIN,1,0,70.0,0.0
31,17.555000000000017,174,0.0,PREDATOR_WIN,1,0,70.0,0.0
32,19.505,174,0.0,PREDATOR_WIN,1,0,70.0,0.0
33,16.58500000000002,171,0.0,PREDATOR_WIN,1,0,70.0,0.0
34,18.504999999999974,171,0.0,PREDATOR_WIN,1,1,70.0,1.9000000000004469
35,20.924999999999955,175,0.0,PREDATOR_WIN,1,0,70.0,0.0
36,17.53500000000002,175,0.0,PREDATOR_WIN,1,0,70.0,0.0
37,18.014999999999993,173,0.0,PREDATOR_WIN,1,0,70.0,0.0
38,18.975000000000005,179,0.0,PREDATOR_WIN,1,0,70.0,0.0
39,19.945000000000007,174,0.0,PREDATOR_WIN,1,1,70.0,2.200000000000447
40,26.28499999999998,177,0.0,PREDATOR_WIN,1,1,70.0,0.4000000000004467
41,22.374999999999968,176,0.0,PREDATOR_WIN,1,0,70.0,0.0
42,19.475000000000005,176,0.0,PREDATOR_WIN,1,0,70.0,0.0
43,18.034999999999982,172,0.0,PREDATOR_WIN,1,0,70.0,0.0
44,19.974999999999994,177,0.0,PREDATOR_WIN,1,0,70.0,0.0
45,20.474999999999987,176,0.0,PREDATOR_WIN,1,0,70.0,0.0
46,20.44499999999999,178,0.0,PREDATOR_WIN,1,0,70.0,0.0
47,20.924999999999997,183,0.0,PREDATOR_WIN,1,0,70.0,0.0
48,26.72500000000001,182,0.0,PREDATOR_WIN,1,1,70.0,0.4000000000004467
49,24.32499999999997,177,0.0,PREDATOR_WIN,1,1,70.0,1.3000000000004468
50,23.374999999999975,178,0.0,PREDATOR_WIN,1,0,70.0,0.0
