episode,reward,steps,eval_reward,outcome,prey_population,predator_population,avg_prey_energy,avg_predator_energy
1,-2.239999999999996,350,0.0,PREY_WIN,1,0,100.0,0.0
2,-2.2299999999999964,350,0.0,PREY_WIN,1,0,100.0,0.0
3,26.809999999999956,210,0.0,PREDATOR_WIN,0,1,0.0,27.320000000000213
4,-3.239999999999975,350,0.0,PREY_WIN,1,0,100.0,0.0
5,-2.5999999999999885,350,0.0,PREY_WIN,1,0,100.0,0.0
6,-2.809999999999984,350,0.0,PREY_WIN,1,0,100.0,0.0
7,29.79499999999999,6,0.0,PREDATOR_WIN,0,1,0.0,100.0
8,-2.4699999999999913,350,0.0,PREY_WIN,1,0,100.0,0.0
9,-2.159999999999998,350,0.0,PREY_WIN,1,0,100.0,0.0
10,27.442500000000003,248,0.0,PREDATOR_WIN,0,1,0.0,29.1725000000001
11,-3.089999999999978,350,0.0,PREY_WIN,1,0,100.0,0.0
12,28.402499999999993,152,0.0,PREDATOR_WIN,0,1,0.0,54.19250000000025
13,-3.1599999999999766,350,0.0,PREY_WIN,1,0,100.0,0.0
14,-3.4999999999999694,350,0.0,PREY_WIN,1,1,100.0,8.800000000000193
15,27.242500000000007,268,0.0,PREDATOR_WIN,0,1,0.0,50.77250000000039
16,29.77499999999999,5,0.0,PREDATOR_WIN,0,1,0.0,100.0
17,29.824999999999992,3,0.0,PREDATOR_WIN,0,1,0.0,100.0
18,-2.8399999999999834,350,0.0,PREY_WIN,1,0,100.0,0.0
19,-3.089999999999978,350,0.0,PREY_WIN,1,0,100.0,0.0
20,-2.52999999999999,350,0.0,PREY_WIN,1,0,100.0,0.0
21,-2.289999999999995,350,0.0,PREY_WIN,1,0,100.0,0.0
22,-3.3499999999999726,350,0.0,PREY_WIN,1,0,99.88,0.0
23,-2.399999999999993,350,0.0,PREY_WIN,1,0,100.0,0.0
24,29.319999999999997,67,0.0,PREDATOR_WIN,0,1,0.0,85.45999999999992
25,-3.089999999999978,350,0.0,PREY_WIN,1,0,100.0,0.0
26,28.44499999999999,141,0.0,PREDATOR_WIN,0,1,0.0,78.8449999999998
27,-3.089999999999978,350,0.0,PREY_WIN,1,0,100.0,0.0
28,-3.4999999999999694,350,0.0,PREY_WIN,1,1,99.72999999999999,2.800000000000031
29,28.37499999999996,67,0.0,PREDATOR_WIN,0,1,0.0,82.41499999999994
30,28.349999999999994,164,0.0,PREDATOR_WIN,0,1,0.0,51.920000000000314
