episode,reward,steps,eval_reward,outcome,prey_population,predator_population,avg_prey_energy,avg_predator_energy
1,7.355000000000022,166,0.0,PREDATOR_WIN,1,0,70.0,0.0
2,5.855000000000025,169,0.0,PREDATOR_WIN,1,0,70.0,0.0
3,11.715000000000032,168,0.0,PREDATOR_WIN,1,0,70.0,0.0
4,7.385000000000019,170,0.0,PREDATOR_WIN,1,0,70.0,0.0
5,3.945000000000004,171,0.0,PREDATOR_WIN,1,0,70.0,0.0
6,10.705000000000028,167,0.0,PREDATOR_WIN,1,0,70.0,0.0
7,6.895000000000028,168,0.0,PREDATOR_WIN,1,0,70.0,0.0
8,12.665000000000035,167,0.0,PREDATOR_WIN,1,0,70.0,0.0
9,9.805000000000026,167,0.0,PREDATOR_WIN,1,0,70.0,0.0
10,8.32500000000003,172,0.0,PREDATOR_WIN,1,0,70.0,0.0
11,10.725000000000032,169,0.0,PREDATOR_WIN,1,0,70.0,0.0
12,8.79500000000002,175,0.0,PREDATOR_WIN,1,0,70.0,0.0
13,13.175000000000034,168,0.0,PREDATOR_WIN,1,0,70.0,0.0
14,12.695000000000027,170,0.0,PREDATOR_WIN,1,0,70.0,0.0
15,12.695000000000032,169,0.0,PREDATOR_WIN,1,0,70.0,0.0
16,13.19500000000003,175,0.0,PREDATOR_WIN,1,0,70.0,0.0
17,7.815000000000017,171,0.0,PREDATOR_WIN,1,0,70.0,0.0
18,14.155000000000026,170,0.0,PREDATOR_WIN,1,0,70.0,0.0
19,11.755000000000033,171,0.0,PREDATOR_WIN,1,0,70.0,0.0
20,14.635000000000035,169,0.0,PREDATOR_WIN,1,0,70.0,0.0
21,11.225000000000028,170,0.0,PREDATOR_WIN,1,0,70.0,0.0
22,15.575000000000035,172,0.0,PREDATOR_WIN,1,0,70.0,0.0
23,14.635000000000037,170,0.0,PREDATOR_WIN,1,0,70.0,0.0
24,12.195000000000029,168,0.0,PREDATOR_WIN,1,0,70.0,0.0
25,17.54500000000001,174,0.0,PREDATOR_WIN,1,0,70.0,0.0
26,17.045000000000012,174,0.0,PREDATOR_WIN,1,0,70.0,0.0
27,19.954999999999995,176,0.0,PREDATOR_WIN,1,0,70.0,0.0
28,18.514999999999997,172,0.0,PREDATOR_WIN,1,0,70.0,0.0
29,10.775000000000029,169,0.0,PREDATOR_WIN,1,0,70.0,0.0
30,12.195000000000032,171,0.0,PREDATOR_WIN,1,0,70.0,0.0
31,18.524999999999984,180,0.0,PREDATOR_WIN,1,0,70.0,0.0
32,20.444999999999997,173,0.0,PREDATOR_WIN,1,0,70.0,0.0
33,20.005,168,0.0,PREDATOR_WIN,1,1,70.0,0.4000000000004467
34,19.015000000000015,171,0.0,PREDATOR_WIN,1,0,70.0,0.0
35,21.86499999999998,178,0.0,PREDATOR_WIN,1,1,70.0,1.0000000000004468
36,20.464999999999968,171,0.0,PREDATOR_WIN,1,1,70.0,1.9000000000004469
37,14.675000000000036,176,0.0,PREDATOR_WIN,1,0,70.0,0.0
38,22.90499999999998,172,0.0,PREDATOR_WIN,1,1,70.0,1.3000000000004468
39,17.065000000000023,178,0.0,PREDATOR_WIN,1,0,70.0,0.0
40,22.40499999999999,178,0.0,PREDATOR_WIN,1,0,70.0,0.0
41,15.125000000000034,175,0.0,PREDATOR_WIN,1,0,70.0,0.0
42,17.485000000000003,176,0.0,PREDATOR_WIN,1,0,70.0,0.0
43,21.934999999999985,171,0.0,PREDATOR_WIN,1,1,70.0,1.0000000000004468
44,18.495000000000005,172,0.0,PREDATOR_WIN,1,1,70.0,1.3000000000004468
45,39.970833333333346,155,0.0,PREDATOR_WIN,1,1,70.0,34.962500000000446
