cycle,phase,agent_type,episode,reward,steps,eval_reward,prey_population,predator_population,avg_prey_energy,avg_predator_energy,predation_events,eval_predation_events
1,A,PREY,1,-0.9199999999999715,170,70.1669999999997,6,0,25.34166666666702,0.0,0,0.2
1,A,PREY,2,-2.8899999999999775,171,70.1669999999997,6,0,18.525000000000325,0.0,0,0.2
1,A,PREY,3,-2.869999999999978,169,70.1669999999997,5,1,27.060000000000354,21.23750000000043,1,0.2
1,A,PREY,4,-1.4399999999999675,173,70.1669999999997,6,0,24.61666666666702,0.0,0,0.2
1,A,PREY,5,-2.8799999999999706,170,70.1669999999997,6,0,31.641666666667017,0.0,0,0.2
1,A,PREY,6,-4.309999999999983,166,70.1669999999997,5,1,27.630000000000344,15.387500000000614,1,0.2
1,A,PREY,7,-7.4499999999999975,88,70.1669999999997,6,2,43.525000000000254,44.475000000000456,1,0.2
1,A,PREY,8,-4.3099999999999845,166,70.1669999999997,6,0,26.691666666667,0.0,0,0.2
1,A,PREY,9,-1.3999999999999684,169,70.1669999999997,6,0,19.12500000000033,0.0,0,0.2
1,A,PREY,10,-2.369999999999978,168,70.1669999999997,6,0,32.75833333333372,0.0,0,0.2
1,A,PREY,11,2.0200000000000298,170,70.1669999999997,6,0,38.7000000000004,0.0,0,0.2
1,A,PREY,12,-1.8899999999999668,169,70.1669999999997,6,0,35.600000000000314,0.0,0,0.2
1,A,PREY,13,3.470000000000036,172,70.1669999999997,6,0,18.000000000000316,0.0,0,0.2
1,A,PREY,14,-0.41999999999996973,169,70.1669999999997,6,1,25.716666666666995,0.10000000000044673,0,0.2
1,A,PREY,15,-3.819999999999972,166,70.1669999999997,6,1,33.408333333333694,1.6000000000004468,0,0.2
1,A,PREY,16,-2.8399999999999697,166,70.1669999999997,6,1,31.86666666666704,0.10000000000044673,0,0.2
1,A,PREY,17,-1.8999999999999773,170,70.1669999999997,6,0,31.63333333333371,0.0,0,0.2
1,A,PREY,18,4.9300000000000335,173,70.1669999999997,5,1,32.02000000000027,14.5000000000006,1,0.2
1,A,PREY,19,5.400000000000038,175,70.1669999999997,6,0,17.300000000000324,0.0,0,0.2
1,A,PREY,20,7.350000000000003,176,70.1669999999997,6,0,29.916666666667037,0.0,0,0.2
1,A,PREY,21,7.850000000000003,175,70.1669999999997,6,0,17.225000000000325,0.0,0,0.2
1,A,PREY,22,3.9400000000000333,174,70.1669999999997,6,0,30.90833333333371,0.0,0,0.2
1,A,PREY,23,8.83000000000001,175,70.1669999999997,6,1,30.433333333333696,0.10000000000044673,0,0.2
1,A,PREY,24,2.0000000000000338,172,70.1669999999997,6,0,18.125000000000323,0.0,0,0.2
1,A,PREY,25,5.410000000000032,174,70.1669999999997,6,0,22.700000000000347,0.0,0,0.2
1,A,PREY,26,4.950000000000035,171,70.1669999999997,6,0,18.65000000000033,0.0,0,0.2
1,A,PREY,27,12.239999999999975,177,70.1669999999997,6,0,26.87500000000038,0.0,0,0.2
1,A,PREY,28,10.76999999999999,177,70.1669999999997,5,1,32.75000000000036,19.137500000000703,1,0.2
1,A,PREY,29,3.4500000000000313,174,70.1669999999997,6,1,24.291666666667002,1.3000000000004468,0,0.2
1,A,PREY,30,8.82000000000001,176,70.1669999999997,6,0,23.22500000000034,0.0,0,0.2
1,A,PREY,31,13.229999999999928,176,70.1669999999997,6,0,30.383333333333713,0.0,0,0.2
1,A,PREY,32,9.810000000000015,175,70.1669999999997,6,0,23.99166666666702,0.0,0,0.2
1,A,PREY,33,3.4300000000000352,176,70.1669999999997,5,1,17.050000000000324,19.800000000000733,1,0.2
1,A,PREY,34,6.410000000000034,172,70.1669999999997,6,0,38.00000000000039,0.0,0,0.2
1,A,PREY,35,7.380000000000029,173,70.1669999999997,6,0,36.6500000000003,0.0,0,0.2
1,A,PREY,36,9.8,176,70.1669999999997,6,0,23.00000000000034,0.0,0,0.2
1,A,PREY,37,3.940000000000035,174,70.1669999999997,6,0,24.316666666667018,0.0,0,0.2
1,A,PREY,38,2.9900000000000375,171,70.1669999999997,5,1,18.340000000000323,10.062500000000604,1,0.2
1,A,PREY,39,4.450000000000037,172,70.1669999999997,6,0,31.358333333333704,0.0,0,0.2
1,A,PREY,40,11.229999999999992,180,70.1669999999997,6,0,22.59166666666702,0.0,0,0.2
1,A,PREY,41,7.390000000000024,172,70.1669999999997,6,0,18.325000000000326,0.0,0,0.2
1,A,PREY,42,54.67000000000018,276,70.1669999999997,1,0,26.900000000000727,0.0,0,0.2
1,A,PREY,43,8.849999999999996,173,70.1669999999997,6,0,24.46666666666702,0.0,0,0.2
1,A,PREY,44,10.759999999999964,178,70.1669999999997,6,0,23.166666666667012,0.0,0,0.2
1,A,PREY,45,12.229999999999995,178,70.1669999999997,6,0,23.116666666666998,0.0,0,0.2
1,A,PREY,46,10.770000000000005,177,70.1669999999997,6,0,23.366666666667015,0.0,0,0.2
1,A,PREY,47,9.800000000000002,176,70.1669999999997,6,0,30.308333333333703,0.0,0,0.2
1,A,PREY,48,11.749999999999966,177,70.1669999999997,6,0,28.86666666666703,0.0,0,0.2
1,A,PREY,49,15.619999999999976,182,70.1669999999997,6,0,20.450000000000347,0.0,0,0.2
1,A,PREY,50,9.319999999999945,175,70.1669999999997,6,0,23.86666666666702,0.0,0,0.2
1,A,PREY,51,1.0600000000000307,168,70.1669999999997,6,0,25.400000000000347,0.0,0,0.2
1,A,PREY,52,15.659999999999956,178,70.1669999999997,6,0,36.083333333333705,0.0,0,0.2
1,A,PREY,53,11.279999999999992,175,70.1669999999997,5,1,17.380000000000326,18.725000000000687,1,0.2
1,A,PREY,54,15.64999999999999,179,70.1669999999997,6,0,29.3583333333337,0.0,0,0.2
1,A,PREY,55,12.23999999999995,177,70.1669999999997,6,0,16.750000000000323,0.0,0,0.2
1,A,PREY,56,15.170000000000009,178,70.1669999999997,5,1,25.90000000000031,16.77500000000069,1,0.2
1,A,PREY,57,11.769999999999952,175,70.1669999999997,6,0,17.325000000000326,0.0,0,0.2
1,A,PREY,58,34.30000000000003,59,70.1669999999997,6,2,52.175000000000175,67.92500000000027,1,0.2
1,A,PREY,59,10.299999999999999,175,70.1669999999997,6,0,23.96666666666702,0.0,0,0.2
1,A,PREY,60,7.400000000000018,171,70.1669999999997,5,1,25.860000000000344,20.000000000000696,1,0.2
1,A,PREY,61,8.849999999999985,173,70.1669999999997,6,0,17.925000000000328,0.0,0,0.2
1,A,PREY,62,12.24999999999996,176,70.1669999999997,6,0,22.350000000000346,0.0,0,0.2
1,A,PREY,63,23.43999999999992,184,70.1669999999997,6,0,21.266666666667017,0.0,0,0.2
1,A,PREY,64,13.199999999999994,179,70.1669999999997,6,0,16.05000000000032,0.0,0,0.2
1,A,PREY,65,14.179999999999941,179,70.1669999999997,6,0,16.10000000000032,0.0,0,0.2
