episode,reward,steps,eval_reward,outcome,prey_population,predator_population,avg_prey_energy,avg_predator_energy
1,5.375000000000021,169,0.0,PREDATOR_WIN,1,0,70.0,0.0
2,4.4250000000000185,169,0.0,PREDATOR_WIN,1,0,70.0,0.0
3,4.3350000000000115,168,0.0,PREDATOR_WIN,1,0,70.0,0.0
4,5.905000000000017,168,0.0,PREDATOR_WIN,1,0,70.0,0.0
5,7.355000000000025,167,0.0,PREDATOR_WIN,1,0,70.0,0.0
6,8.775000000000025,164,0.0,PREDATOR_WIN,1,1,70.0,1.3000000000004468
7,6.895000000000028,269,0.0,PREDATOR_WIN,1,0,70.0,0.0
8,9.29500000000003,169,0.0,PREDATOR_WIN,1,0,70.0,0.0
9,8.82500000000002,165,0.0,PREDATOR_WIN,1,0,70.0,0.0
10,32.078333333333305,171,0.0,PREDATOR_WIN,0,1,0.0,16.700000000000518
11,11.725000000000033,168,0.0,PREDATOR_WIN,1,0,70.0,0.0
12,10.735000000000033,172,0.0,PREDATOR_WIN,1,0,70.0,0.0
13,9.32500000000003,171,0.0,PREDATOR_WIN,1,0,70.0,0.0
14,12.19500000000003,173,0.0,PREDATOR_WIN,1,0,70.0,0.0
15,30.618333333333265,170,0.0,PREDATOR_WIN,0,1,0.0,13.700000000000617
16,10.775000000000027,170,0.0,PREDATOR_WIN,1,0,70.0,0.0
17,12.185000000000029,169,0.0,PREDATOR_WIN,1,0,70.0,0.0
18,17.08500000000001,169,0.0,PREDATOR_WIN,1,0,70.0,0.0
19,13.655000000000033,175,0.0,PREDATOR_WIN,1,0,70.0,0.0
20,13.185000000000032,169,0.0,PREDATOR_WIN,1,0,70.0,0.0
21,11.735000000000033,169,0.0,PREDATOR_WIN,1,0,70.0,0.0
22,9.295000000000027,179,0.0,PREDATOR_WIN,1,0,70.0,0.0
23,18.525000000000013,172,0.0,PREDATOR_WIN,1,0,70.0,0.0
24,14.145000000000035,172,0.0,PREDATOR_WIN,1,0,70.0,0.0
25,15.065000000000037,173,0.0,PREDATOR_WIN,1,0,70.0,0.0
26,15.115000000000036,170,0.0,PREDATOR_WIN,1,0,70.0,0.0
27,33.49833333333323,176,0.0,PREDATOR_WIN,0,1,0.0,15.200000000000628
28,20.46499999999997,174,0.0,PREDATOR_WIN,1,0,70.0,0.0
29,17.01500000000001,173,0.0,PREDATOR_WIN,1,0,70.0,0.0
30,16.555000000000017,173,0.0,PREDATOR_WIN,1,0,70.0,0.0
31,14.64500000000003,175,0.0,PREDATOR_WIN,1,0,70.0,0.0
32,17.53500000000002,177,0.0,PREDATOR_WIN,1,0,70.0,0.0
33,10.72500000000003,182,0.0,PREDATOR_WIN,1,0,70.0,0.0
34,15.115000000000034,174,0.0,PREDATOR_WIN,1,0,70.0,0.0
35,16.065000000000033,177,0.0,PREDATOR_WIN,1,0,70.0,0.0
36,17.085000000000022,177,0.0,PREDATOR_WIN,1,0,70.0,0.0
37,20.945000000000014,175,0.0,PREDATOR_WIN,1,0,70.0,0.0
38,19.98500000000001,177,0.0,PREDATOR_WIN,1,0,70.0,0.0
39,17.065000000000012,175,0.0,PREDATOR_WIN,1,0,70.0,0.0
40,17.555000000000025,174,0.0,PREDATOR_WIN,1,0,70.0,0.0
41,14.655000000000033,174,0.0,PREDATOR_WIN,1,0,70.0,0.0
42,20.45499999999999,177,0.0,PREDATOR_WIN,1,0,70.0,0.0
43,19.985000000000014,176,0.0,PREDATOR_WIN,1,0,70.0,0.0
44,20.455000000000002,175,0.0,PREDATOR_WIN,1,0,70.0,0.0
45,20.45499999999999,182,0.0,PREDATOR_WIN,1,0,70.0,0.0
46,19.005000000000003,174,0.0,PREDATOR_WIN,1,0,70.0,0.0
47,26.32499999999994,173,0.0,PREDATOR_WIN,1,1,70.0,0.7000000000004467
48,23.844999999999974,177,0.0,PREDATOR_WIN,1,0,70.0,0.0
49,26.794999999999952,175,0.0,PREDATOR_WIN,1,1,70.0,2.200000000000447
50,24.824999999999985,176,0.0,PREDATOR_WIN,1,0,70.0,0.0
51,24.294999999999973,180,0.0,PREDATOR_WIN,1,1,70.0,0.7000000000004467
52,20.464999999999996,175,0.0,PREDATOR_WIN,1,0,70.0,0.0
53,22.384999999999987,175,0.0,PREDATOR_WIN,1,1,70.0,0.4000000000004467
54,23.854999999999944,177,0.0,PREDATOR_WIN,1,0,70.0,0.0
55,24.824999999999957,176,0.0,PREDATOR_WIN,1,1,70.0,0.4000000000004467
56,26.254999999999917,180,0.0,PREDATOR_WIN,1,1,70.0,3.400000000000446
57,30.180833333333393,159,0.0,PREDATOR_WIN,1,1,70.0,17.66250000000052
58,27.254999999999953,178,0.0,PREDATOR_WIN,1,1,70.0,0.7000000000004467
59,37.484999999999964,184,0.0,PREDATOR_WIN,1,1,70.0,4.300000000000446
60,22.824999999999974,180,0.0,PREDATOR_WIN,1,1,70.0,5.500000000000445
61,23.834999999999958,177,0.0,PREDATOR_WIN,1,1,70.0,2.5000000000004468
62,24.814999999999973,177,0.0,PREDATOR_WIN,1,0,70.0,0.0
63,23.354999999999983,176,0.0,PREDATOR_WIN,1,0,70.0,0.0
64,23.834999999999983,180,0.0,PREDATOR_WIN,1,0,70.0,0.0
65,23.86499999999997,181,0.0,PREDATOR_WIN,1,0,70.0,0.0
66,26.744999999999933,181,0.0,PREDATOR_WIN,1,0,70.0,0.0
67,28.74499999999997,176,0.0,PREDATOR_WIN,1,1,70.0,2.5000000000004468
68,25.80499999999995,176,0.0,PREDATOR_WIN,1,1,70.0,0.10000000000044673
69,26.274999999999938,178,0.0,PREDATOR_WIN,1,1,70.0,0.7000000000004467
70,31.694999999999947,175,0.0,PREDATOR_WIN,1,1,70.0,4.6000000000004455
71,33.59499999999997,181,0.0,PREDATOR_WIN,1,1,70.0,3.1000000000004464
72,27.724999999999934,181,0.0,PREDATOR_WIN,1,0,70.0,0.0
73,30.194999999999947,178,0.0,PREDATOR_WIN,1,1,70.0,0.7000000000004467
74,31.614999999999938,185,0.0,PREDATOR_WIN,1,0,70.0,0.0
75,29.204999999999945,183,0.0,PREDATOR_WIN,1,0,70.0,0.0
76,32.61499999999996,182,0.0,PREDATOR_WIN,1,0,70.0,0.0
77,35.554999999999936,181,0.0,PREDATOR_WIN,1,1,70.0,3.400000000000446
78,27.72499999999995,180,0.0,PREDATOR_WIN,1,1,70.0,5.800000000000445
79,37.034999999999975,180,0.0,PREDATOR_WIN,1,1,70.0,4.300000000000446
80,23.864999999999952,180,0.0,PREDATOR_WIN,1,0,70.0,0.0
