cycle,phase,agent_type,episode,reward,steps,eval_reward,prey_population,predator_population,avg_prey_energy,avg_predator_energy
1,A,PREY,1,728.5000000000015,250,9760.499999999958,15,0,79.66666666666666,0.0
1,A,PREY,2,849.5000000000016,250,9760.499999999958,7,0,93.27142857142853,0.0
1,A,PREY,3,1131.5000000000018,250,9760.499999999958,226,0,95.96792035398227,0.0
1,A,PREY,4,1250.5000000000018,250,9760.499999999958,7,0,96.35714285714285,0.0
1,A,PREY,5,968.5000000000019,250,9760.499999999958,226,0,94.13738938053095,0.0
1,A,PREY,6,1368.0000000000018,250,9760.499999999958,7,0,96.1642857142857,0.0
1,A,PREY,7,1164.5000000000018,250,9760.499999999958,7,0,95.90714285714283,0.0
1,A,PREY,8,1167.5000000000018,250,9760.499999999958,7,0,96.07857142857142,0.0
1,A,PREY,9,1408.500000000002,250,9760.499999999958,226,0,96.43915929203537,0.0
1,A,PREY,10,1406.0000000000018,250,9760.499999999958,6,1,98.125,0.7000000000002071
1,B,PREDATOR,1,-7.65,215,124.12916666666618,6,0,99.925,0.0
1,B,PREDATOR,2,-2.609999999999962,211,124.12916666666618,6,0,100.0,0.0
1,B,PREDATOR,3,-2.059999999999963,206,124.12916666666618,6,2,100.0,0.7750000000002216
1,B,PREDATOR,4,-0.06999999999996298,207,124.12916666666618,6,1,100.0,0.8500000000002538
1,B,PREDATOR,5,-0.08999999999996788,209,124.12916666666618,5,1,100.0,24.100000000000236
1,B,PREDATOR,6,32.01666666666633,250,124.12916666666618,5,1,100.0,8.000000000000163
1,B,PREDATOR,7,-3.5699999999999736,207,124.12916666666618,6,1,100.0,1.7500000000002063
1,B,PREDATOR,8,2.3700000000000383,213,124.12916666666618,6,0,99.925,0.0
1,B,PREDATOR,9,-1.5999999999999712,210,124.12916666666618,6,1,99.95,0.25000000000022227
1,B,PREDATOR,10,-1.0499999999999705,205,124.12916666666618,6,2,100.0,2.9500000000002635
2,A,PREY,1,852.0000000000015,250,9760.499999999958,7,2,100.0,9.775000000000446
2,A,PREY,2,966.0000000000013,250,9760.499999999958,7,2,99.82857142857142,9.775000000000443
2,A,PREY,3,971.0000000000018,250,9760.499999999958,7,2,99.46428571428571,9.550000000000438
2,A,PREY,4,1045.5000000000018,250,9760.499999999958,7,2,99.95714285714287,9.550000000000441
2,A,PREY,5,1363.500000000002,250,9760.499999999958,7,2,99.89285714285714,9.850000000000449
2,A,PREY,6,1448.0000000000018,250,9760.499999999958,7,2,99.82857142857144,9.47500000000044
2,A,PREY,7,1249.5000000000016,250,9760.499999999958,7,2,99.63571428571429,9.775000000000444
2,A,PREY,8,1290.5000000000018,250,9760.499999999958,7,2,99.42142857142858,10.000000000000448
2,A,PREY,9,1048.500000000002,250,9760.499999999958,7,2,99.05714285714285,9.700000000000443
2,A,PREY,10,1525.5000000000018,250,9760.499999999958,7,2,99.63571428571429,9.925000000000448
2,B,PREDATOR,1,-3.599999999999964,210,122.49999999999947,6,2,100.0,21.700000000000472
2,B,PREDATOR,2,-2.599999999999973,210,122.49999999999947,225,2,79.83600000000006,21.550000000000473
2,B,PREDATOR,3,31.29166666666641,250,122.49999999999947,5,3,100.0,8.658333333333742
2,B,PREDATOR,4,33.291666666666735,250,122.49999999999947,5,3,100.0,8.908333333333681
2,B,PREDATOR,5,0.9100000000000357,209,122.49999999999947,11,2,99.93181818181819,22.225000000000477
2,B,PREDATOR,6,2.8500000000000334,215,122.49999999999947,6,2,100.0,20.350000000000474
2,B,PREDATOR,7,-0.609999999999971,211,122.49999999999947,6,2,100.0,21.625000000000476
2,B,PREDATOR,8,1.9100000000000374,209,122.49999999999947,6,2,100.0,21.850000000000477
2,B,PREDATOR,9,-1.1399999999999668,214,122.49999999999947,6,2,100.0,20.650000000000475
2,B,PREDATOR,10,2.910000000000039,209,122.49999999999947,6,2,100.0,21.92500000000047
