cycle,phase,agent_type,episode,reward,steps,eval_reward,prey_population,predator_population,avg_prey_energy,avg_predator_energy
1,A,PREY,1,772.500000000002,250,7832.349999999959,1,0,95.34999999999998,0.0
1,A,PREY,2,971.000000000002,250,7832.349999999959,1,0,100.0,0.0
1,A,PREY,3,971.000000000002,250,7832.349999999959,1,0,99.1,0.0
1,A,PREY,4,1050.5000000000018,250,7832.349999999959,1,0,99.1,0.0
1,A,PREY,5,1131.0000000000018,250,7832.349999999959,1,0,99.55,0.0
1,A,PREY,6,1171.0000000000018,250,7832.349999999959,1,0,100.0,0.0
1,A,PREY,7,1211.000000000002,250,7832.349999999959,1,0,100.0,0.0
1,A,PREY,8,1251.000000000002,250,7832.349999999959,1,0,93.1,0.0
1,A,PREY,9,1251.000000000002,250,7832.349999999959,1,0,93.1,0.0
1,A,PREY,10,1251.000000000002,250,7832.349999999959,1,0,93.1,0.0
1,B,PREDATOR,1,-2.109999999999963,211,113.99999999999957,6,1,98.69999999999999,1.3000000000002179
1,B,PREDATOR,2,-2.609999999999963,211,113.99999999999957,6,1,96.87499999999999,0.5500000000002091
1,B,PREDATOR,3,36.79166666666674,250,113.99999999999957,5,1,99.22,8.975000000000339
1,B,PREDATOR,4,-0.6199999999999637,212,113.99999999999957,6,0,99.64999999999999,0.0
1,B,PREDATOR,5,37.291666666666785,250,113.99999999999957,5,1,99.19,9.275000000000242
1,B,PREDATOR,6,37.291666666666764,250,113.99999999999957,5,1,99.67,9.275000000000338
1,B,PREDATOR,7,36.81666666666667,250,113.99999999999957,5,1,98.38,8.300000000000482
1,B,PREDATOR,8,39.40416666666691,250,113.99999999999957,5,1,98.83,10.287500000000504
1,B,PREDATOR,9,41.94166666666691,250,113.99999999999957,5,1,98.22999999999999,10.625000000000487
1,B,PREDATOR,10,41.22916666666691,250,113.99999999999957,5,1,98.59,9.912500000000486
