episode,reward,steps,eval_reward,outcome,prey_population,predator_population,avg_prey_energy,avg_predator_energy
1,-2.1899999999999973,350,0.0,PREY_WIN,2,0,83.99499999999996,0.0
2,-2.259999999999996,350,0.0,PREY_WIN,2,0,84.80499999999999,0.0
3,-2.399999999999993,350,0.0,PREY_WIN,2,0,84.72999999999999,0.0
4,-2.1699999999999977,350,0.0,PREY_WIN,2,0,80.63499999999983,0.0
5,14.836666666666664,350,0.0,PREY_WIN,1,0,88.08999999999955,0.0
6,-2.1899999999999973,350,0.0,PREY_WIN,2,0,84.18999999999997,0.0
7,-2.1699999999999977,350,0.0,PREY_WIN,2,0,83.66499999999995,0.0
8,-2.3699999999999934,350,0.0,PREY_WIN,2,0,84.66999999999999,0.0
9,-2.1799999999999975,350,0.0,PREY_WIN,2,0,83.66499999999995,0.0
10,-2.209999999999997,350,0.0,PREY_WIN,2,0,84.865,0.0
11,-2.249999999999996,350,0.0,PREY_WIN,2,0,85.0,0.0
12,-2.1899999999999973,350,0.0,PREY_WIN,2,0,81.06999999999985,0.0
13,14.796666666666678,350,0.0,PREY_WIN,1,0,98.79999999999995,0.0
14,-2.209999999999997,350,0.0,PREY_WIN,2,0,84.39999999999998,0.0
15,-2.2299999999999964,350,0.0,PREY_WIN,2,0,83.99499999999996,0.0
16,-2.1899999999999973,350,0.0,PREY_WIN,2,0,85.0,0.0
17,-2.2699999999999956,350,0.0,PREY_WIN,2,0,84.865,0.0
18,-2.299999999999995,350,0.0,PREY_WIN,2,0,84.12999999999997,0.0
19,-2.1399999999999983,350,0.0,PREY_WIN,2,0,84.32499999999997,0.0
20,-2.259999999999996,350,0.0,PREY_WIN,2,0,85.0,0.0
21,-2.249999999999996,350,0.0,PREY_WIN,2,0,83.72499999999995,0.0
22,-2.259999999999996,350,0.0,PREY_WIN,2,0,85.0,0.0
23,-2.199999999999997,350,0.0,PREY_WIN,2,0,84.27999999999997,0.0
24,-2.1699999999999977,350,0.0,PREY_WIN,2,0,83.64999999999995,0.0
25,-2.1399999999999983,350,0.0,PREY_WIN,2,0,84.72999999999999,0.0
26,-2.1899999999999973,350,0.0,PREY_WIN,2,0,83.72499999999995,0.0
27,-2.249999999999996,350,0.0,PREY_WIN,2,0,84.45999999999998,0.0
28,-2.1699999999999977,350,0.0,PREY_WIN,2,0,84.72999999999999,0.0
29,-2.1899999999999973,350,0.0,PREY_WIN,2,0,85.0,0.0
30,-2.1899999999999973,350,0.0,PREY_WIN,2,0,83.78499999999995,0.0
31,-2.239999999999996,350,0.0,PREY_WIN,2,0,84.68499999999999,0.0
32,-2.289999999999995,350,0.0,PREY_WIN,2,0,84.32499999999997,0.0
33,-2.159999999999998,350,0.0,PREY_WIN,2,0,84.45999999999998,0.0
34,-2.289999999999995,350,0.0,PREY_WIN,2,0,84.80499999999999,0.0
35,-2.289999999999995,350,0.0,PREY_WIN,2,0,84.12999999999997,0.0
36,25.694166666666657,12,0.0,PREDATOR_WIN,1,1,70.0,100.0
37,-2.2699999999999956,350,0.0,PREY_WIN,2,0,84.59499999999998,0.0
38,-2.259999999999996,350,0.0,PREY_WIN,2,0,84.53499999999998,0.0
39,-2.239999999999996,350,0.0,PREY_WIN,2,0,84.865,0.0
40,-2.289999999999995,350,0.0,PREY_WIN,2,0,84.72999999999999,0.0
41,-2.1699999999999977,350,0.0,PREY_WIN,2,0,84.865,0.0
42,-2.1899999999999973,350,0.0,PREY_WIN,2,0,84.80499999999999,0.0
43,-2.239999999999996,350,0.0,PREY_WIN,2,0,84.18999999999997,0.0
44,-2.239999999999996,350,0.0,PREY_WIN,2,0,84.66999999999999,0.0
45,-2.2699999999999956,350,0.0,PREY_WIN,2,0,85.0,0.0
46,-2.239999999999996,350,0.0,PREY_WIN,2,0,84.865,0.0
47,-2.209999999999997,350,0.0,PREY_WIN,2,0,84.59499999999998,0.0
48,-2.199999999999997,350,0.0,PREY_WIN,2,0,84.32499999999997,0.0
49,-2.209999999999997,350,0.0,PREY_WIN,2,0,84.865,0.0
50,-2.2199999999999966,350,0.0,PREY_WIN,2,0,84.59499999999998,0.0
