episode,reward,steps,eval_reward,outcome,prey_population,predator_population,avg_prey_energy,avg_predator_energy
1,-2.1799999999999975,350,0.0,PREY_WIN,1,0,100.0,0.0
2,29.714999999999993,14,0.0,PREDATOR_WIN,0,1,0.0,100.0
3,29.764999999999993,9,0.0,PREDATOR_WIN,0,1,0.0,100.0
4,-2.389999999999993,350,0.0,PREY_WIN,1,0,99.72999999999999,0.0
5,-2.5199999999999902,350,0.0,PREY_WIN,1,0,100.0,0.0
6,28.759999999999994,123,0.0,PREDATOR_WIN,0,1,0.0,72.73999999999995
7,-2.8299999999999836,350,0.0,PREY_WIN,1,0,100.0,0.0
8,-3.139999999999977,350,0.0,PREY_WIN,1,0,100.0,0.0
9,28.42499999999999,143,0.0,PREDATOR_WIN,0,1,0.0,59.40500000000025
10,-2.1899999999999973,350,0.0,PREY_WIN,1,0,99.72999999999999,0.0
11,-2.759999999999985,350,0.0,PREY_WIN,1,0,100.0,0.0
12,-3.3999999999999715,350,0.0,PREY_WIN,1,0,100.0,0.0
13,-2.4099999999999926,350,0.0,PREY_WIN,1,0,100.0,0.0
14,-2.3099999999999947,350,0.0,PREY_WIN,1,0,100.0,0.0
15,29.392499999999995,53,0.0,PREDATOR_WIN,0,1,0.0,93.67249999999984
16,-2.7899999999999845,350,0.0,PREY_WIN,1,0,100.0,0.0
17,-2.3699999999999934,350,0.0,PREY_WIN,1,0,100.0,0.0
18,-2.629999999999988,350,0.0,PREY_WIN,1,0,100.0,0.0
19,-2.2199999999999966,350,0.0,PREY_WIN,1,0,99.72999999999999,0.0
20,-2.239999999999996,350,0.0,PREY_WIN,1,0,100.0,0.0
21,29.759999999999998,23,0.0,PREDATOR_WIN,0,1,0.0,100.0
22,-2.579999999999989,350,0.0,PREY_WIN,1,0,100.0,0.0
23,-2.6399999999999877,350,0.0,PREY_WIN,1,0,100.0,0.0
24,-2.869999999999983,350,0.0,PREY_WIN,1,0,100.0,0.0
25,-2.2799999999999954,350,0.0,PREY_WIN,1,0,100.0,0.0
26,-2.2699999999999956,350,0.0,PREY_WIN,1,0,100.0,0.0
27,-2.209999999999997,350,0.0,PREY_WIN,1,0,100.0,0.0
28,29.714999999999993,14,0.0,PREDATOR_WIN,0,1,0.0,100.0
29,29.769999999999996,22,0.0,PREDATOR_WIN,0,1,0.0,100.0
30,-3.279999999999974,350,0.0,PREY_WIN,1,0,100.0,0.0
31,-2.859999999999983,350,0.0,PREY_WIN,1,0,100.0,0.0
32,-2.4099999999999926,350,0.0,PREY_WIN,1,0,100.0,0.0
33,-2.239999999999996,350,0.0,PREY_WIN,1,0,100.0,0.0
34,-2.209999999999997,350,0.0,PREY_WIN,1,0,100.0,0.0
35,-2.299999999999995,350,0.0,PREY_WIN,1,0,100.0,0.0
36,-2.1799999999999975,350,0.0,PREY_WIN,1,0,100.0,0.0
37,-2.209999999999997,350,0.0,PREY_WIN,1,0,99.72999999999999,0.0
38,-2.3599999999999937,350,0.0,PREY_WIN,1,0,100.0,0.0
39,-2.209999999999997,350,0.0,PREY_WIN,1,0,99.45999999999998,0.0
40,-2.1899999999999973,350,0.0,PREY_WIN,1,0,100.0,0.0
41,-2.2199999999999966,350,0.0,PREY_WIN,1,0,100.0,0.0
42,-2.389999999999993,350,0.0,PREY_WIN,1,0,100.0,0.0
43,-2.259999999999996,350,0.0,PREY_WIN,1,0,100.0,0.0
44,-2.199999999999997,350,0.0,PREY_WIN,1,0,100.0,0.0
45,-2.249999999999996,350,0.0,PREY_WIN,1,0,100.0,0.0
46,-2.389999999999993,350,0.0,PREY_WIN,1,0,100.0,0.0
47,-2.239999999999996,350,0.0,PREY_WIN,1,0,100.0,0.0
48,-2.259999999999996,350,0.0,PREY_WIN,1,0,100.0,0.0
49,-2.289999999999995,350,0.0,PREY_WIN,1,0,100.0,0.0
50,-2.1899999999999973,350,0.0,PREY_WIN,1,0,100.0,0.0
51,-2.209999999999997,350,0.0,PREY_WIN,1,0,100.0,0.0
52,-2.239999999999996,350,0.0,PREY_WIN,1,0,100.0,0.0
53,-2.2199999999999966,350,0.0,PREY_WIN,1,0,100.0,0.0
54,-2.249999999999996,350,0.0,PREY_WIN,1,0,100.0,0.0
55,-2.1899999999999973,350,0.0,PREY_WIN,1,0,100.0,0.0
56,-2.209999999999997,350,0.0,PREY_WIN,1,0,100.0,0.0
57,-2.199999999999997,350,0.0,PREY_WIN,1,0,100.0,0.0
